from,to,text,time_start,time_end,comment
DR2-1,UNK,o k there's traffic just off to your right descending out of ten thousand it'll be about yeah i see it out there i'll try to turn you northbound as soon as i can,6.06,11.86,
DR2-1,UNK,i'll be turning you just about ah two or three miles in front of that one there twelve o'clock seven miles,18.17,22.88,
UNK,UNK,roger,23.13,23.69,
DR2-1,SWA145,southwest one forty five climb maintain one seven thousand,26.04,28.67,
SWA145,DR2-1,roger,32.72,33.09,
DR2-1,USA72,u s air seventy two that traffic off to your right's turning downwind turn right heading three one zero,36.29,40.43,
USA72,DR2-1,three one zero u s air seventy two,40.67,42.00,
DR2-1,DAL870,delta eight seventy turn right heading two seven zero be turning you further northbound in front of that weather over there at two o'clock and eight miles,61.35,67.59,
DAL870,DR2-1,o k ah right turn delta eight seventy and ah two seven zero on the heading,67.83,73.90,
DR2-1,USA72,u s air seventy two turn right heading three five zero climb and maintain seventeen thousand,74.20,78.20,
USA72,DR2-1,three five zero up to one seven thousand u s air seventy two,78.44,81.31,
DR2-1,SWA145,southwest one forty five contact fort worth center one three three point three we'll see you,81.41,85.08,
DR2-1,DAL870,delta eight seventy do not exceed speed two five zero,93.39,96.11,
DAL870,DR2-1,two fifty delta eight seventy,96.44,97.66,
DR2-1,USA72,u s air seventy two if you can leaving one zero thousand increase speed to three two zero or greater,97.88,101.70,
DR2-1,USA72,u s air seventy two roger fly heading zero three zero vector on course,105.61,108.58,
USA72,DR2-1,zero three zero u s air seventy two,109.03,110.80,
DR2-1,USA72,and ah u s air seventy two stop your turn ah they got ah traffic coming over the top at two o`clock and ah six miles just stop your turn heading three five zero,114.27,122.49,
USA72,DR2-1,o k back to the left now three fifty heading u s air seventy two,122.80,125.48,
DR2-1,DAL870,delta eight seventy turn right heading three two zero,125.91,128.13,
DAL870,DR2-1,three two zero delta eight seventy,128.15,129.25,
DR2-1,AAL816,american eight sixteen you up,130.64,131.85,
DR2-1,AAL870,american eight seventy correction eight sixteen is radar contact ah can you turn left now to about one seven zero,134.94,140.00,
DR2-1,AAL816,american eight sixteen roger heading one seven zero,144.42,146.48,
DR2-1,USA72,u s air seventy two that traffic's no longer a factor turn right to heading zero three zero appreciate your help,154.71,158.95,
USA72,DR2-1,you bet zero three zero heading u s air seventy two,159.42,161.43,
DR2-1,DAL870,delta eight seventy heading three five zero speed two five zero climb and maintain one seven thousand,161.65,166.17,
DAL870,DR2-1,three five zero two five zero one seven thousand delta eight seventy,166.29,168.80,
DR2-1,AAL816,american eight sixteen climb and maintain one seven thousand,169.04,172.07,
NWA406,DR2-1,and departure northwest four zero six climbing to ten thousand heading two ten we're outta thirty five hundred,173.75,178.92,
DR2-1,NWA406,northwest four zero six regional departure radar contact and american eight sixteen i'm showing a little bit ah weather down there about one o'clock and ah fifteen miles that one seventy heading look o k for that,179.01,187.29,
DR2-1,NWA406,american eight sixteen approved as requested,191.36,193.19,
DR2-1,USA72,u s air seventy two appreciate your help fort worth center one three four point one five good day,198.40,202.24,
USA72,DR2-1,thank's for your help u s air seventy two so long now,202.50,204.31,
DR2-1,DAL870,delta eight seventy resume normal air speed turn right heading zero three zero maintain one seven thousand,204.38,209.62,
DAL870,DR2-1,zero three zero normal speed and one seven thousand delta eight seventy,209.84,212.47,
AAL1119,DR2-1,departure american eleven nineteen with you out of ah twenty five hundred,213.27,216.88,
DR2-1,AAL1119,american eleven nineteen heavy regional departure radar contact,217.19,219.43,
DR2-1,NWA406,northwest four zero six turn right to heading two six zero,247.68,250.57,
NWA406,DR2-1,roger right heading two six zero,251.18,252.97,
AAL1119,DR2-1,and departure american eleven nineteen like to go ah come right any time,264.18,267.58,
DR2-1,AAL1119,american eleven nineteen you need to go where,274.49,276.30,
AAL1119,DR2-1,well we got weather here at twelve o'clock and about ten we'd like to ah start right on course here pretty soon,277.19,281.90,
DR2-1,AAL1119,o k i've got right traffic right in front of you three miles climbing out of eight thousand ah can you turn left now for a little bit ah left southbound for a little bit,282.12,287.76,
AAL1119,DR2-1,ah no like to go left doesn't look very good right ah back around to the north be o k,288.47,293.87,
DR2-1,AAL1119,american eleven nineteen heavy maintain eight thousand american eleven nineteen heavy maintain eight thousand and turn right heading of two seven zero,294.12,300.69,
AAL1119,DR2-1,o k two seven zero maintaining eight american ah eleven nineteen,301.50,304.90,
DR2-1,NWA406,northwest four zero six turn right to heading three two zero,305.31,307.92,
NWA406,DR2-1,roger right heading three two zero northwest four oh six,308.30,310.72,
DR2-1,AAL816,american eight sixteen contact fort worth center one three three point three,315.73,319.08,
NWA406,DR2-1,and can you approve higher for northwest four zero six,323.30,325.42,
DR2-1,NWA406,northwest four zero six ah when you're established ah north ah west bound i can are you in the are you ah what's your heading now,325.49,331.88,
NWA406,DR2-1,we're just going through two nine oh right now,331.95,334.20,
DR2-1,NWA406,northwest four zero six climb maintain one seven thousand,334.23,336.79,
NWA406,DR2-1,o k thanks up to seventeen thousand for northwest four oh six,336.82,339.55,
DR2-1,AAL1119,american eleven nineteen heavy climb maintain niner thousand,339.69,342.06,
AAL1119,DR2-1,roger niner thousand and we have to take it further right than that,342.41,345.15,
DR2-1,AAL1119,what do you need,346.23,347.16,
AAL1119,DR2-1,ah three hundred at least,348.19,349.79,
DR2-1,AAL1119,american eleven nineteen heavy that's approved intercept the d f w two seven four radial resume your own navigation,349.87,354.17,
AAL1119,DR2-1,roger intercept the departure maintain nine american eleven nineteen,354.79,357.86,
DR2-1,DAL1548,delta fifteen forty eight regional departure radar contact,359.72,362.12,
DR2-1,NWA406,northwest four zero six turn right to heading zero two zero,378.81,381.82,
NWA406,DR2-1,roger right zero two zero northwest four oh six,381.90,384.60,
