from,to,text,time_start,time_end,comment
AR2-1,ASA922 ,asea nine twenty two approach roger expect ah three six left,29.12,33.00,
ASA922,AR2-1 ,nine twenty two roger,33.13,35.40,
AR2-1,ASA922 ,asea nine twenty two descend and maintain three thousand report the airport in sight,89.96,94.05,
ASA922,AR2-1 ,got the airport down to three thousand feet asea nine two two,94.20,96.98,
AR2-1,ASA922 ,asea nine twenty two you're cleared visual approach runway three six left caution wake turbulence there's a heavy seven sixty seven on a mile final winds are three two zero at one five,97.34,105.35,
ASA922,AR2-1 ,cleared visual three six left asea nine two two roger,105.89,109.00,
AR2-1,ASA922 ,asea nine twenty two contact the tower on one two four point one five,130.68,134.26,
ASA922,AR2-1 ,twenty four fifteen asea nine two two,134.74,137.01,weak transmission
AAL712,AR2-1 ,approach american seven twelve with you out of ah ten eight for six,211.96,216.42,
AR2-1,AAL712 ,american seven twelve approach roger delete the speed and descend and maintain five thousand good rate of descent,216.72,222.91,
AAL712,AR2-1 ,all right good rate down to five american seven twelve we'll delete the speed,223.66,227.00,
AR2-1,AAL712 ,what heading are you on right now,227.24,228.65,
AAL712,AR2-1 ,one seven zero,228.98,230.02,
AR2-1,AAL712 ,roger,231.28,231.88,
AAL256,AR2-1 ,good morning approach american two fifty six heavy five thousand,232.35,234.66,
AR2-1,AAL256 ,american two fifty six heavy approach roger expect runway three six left,234.99,238.78,
AAL256,AR2-1 ,thank you,238.93,239.41,
AR2-1,AAL712 ,american seven twelve fly heading of one eight zero,246.47,248.95,
AAL712,AR2-1 ,one eight zero american seven twelve,249.73,251.31,
AAL742,AR2-1 ,approach american seven forty two is out of ah ten for six thousand,303.24,306.35,
AR2-1,AAL742 ,american seven forty two approach fly heading of one eight zero expect three six left,306.53,310.30,
AAL742,AR2-1 ,one eighty heading for three six left american seven forty two,310.72,313.32,
AR2-1,AAL256 ,american two fifty six heavy ah descend and maintain three thousand two hundred and ten knots on your speed now,313.56,318.40,
AAL256,AR2-1 ,slow two ten then ah going to ah three thousand american two fifty six heavy,318.70,322.55,
AR2-1,AAL712 ,american seven twelve turn left to a heading zero two zero and report the airport in sight,322.70,326.89,
AAL712,AR2-1 ,left zero two zero we'll call it in sight american seven twelve,327.19,329.70,
AR2-1,AAL256 ,american two fifty six reduce your speed to one eight zero now you're going to an m d eighty he's on a base leg turn at ten o'clock five miles turning ah east bound descending out of ah five turn right zero nine zero,338.76,349.10,
AAL256,AR2-1 ,zero nine zero heading going to ah slowing to one eighty american two fifty six heavy,349.64,353.02,
AR2-1,AAL712 ,american seven twelve continue left turn now heading of ah three six zero tighten the turn up if you would,358.34,363.27,
AAL712,AR2-1 ,three sixty tighten the turn airport's in sight seven twelve,363.63,366.11,
AR2-1,AAL712 ,all right sir three ah fly zero one zero heading the turn to final you're cleared visual approach runway ah three six left,366.32,372.45,
AAL712,AR2-1 ,cleared visual three six left american seven twelve,372.84,374.75,
AR2-1,AAL256 ,two fifty six heavy you're m d eighty's ten ah to nine o'clock and five miles in a turn back north turn left now heading of zero two zero,374.81,381.72,
AAL256,AR2-1 ,zero two zero turning american two fifty six heavy we see the airport,381.93,384.53,
AR2-1,AAL256 ,roger sir you're cleared visual approach three six left you're four behind the m d eighty hold a hundred and eighty to the outer marker,384.71,390.00,
AAL256,AR2-1 ,we'll do that thank you cleared the visual,390.15,391.40,
AR2-1,AAL712 ,american seven twelve thanks for the turn tower one two four point one five,397.47,401.63,
AAL712,AR2-1 ,twenty four fifteen good day american seven twelve,402.23,404.08,
AAL810,AR2-1 ,american eight ten ah heading ah zero five zero five thousand feet,407.73,411.88,
AR2-1,AAL810 ,american eight ten approach roger descend and maintain three thousand expect three six left,412.00,416.19,
AAL810,AR2-1 ,down to three for three six left american eight ten,416.70,418.67,
AR2-1,AAL742 ,american seven forty two descend and maintain three thousand,418.76,421.75,
AAL742,AR2-1 ,three thousand american seven forty two,421.90,423.69,
MTR786,AR2-1 ,and regional approach metro seven eighty six five thousand,433.08,436.49,
AR2-1,MTR786 ,metro seven eighty six expect three six left,436.64,439.00,
MTR786,AR2-1 ,we have the airport in sight seven eighty six,439.30,440.79,
AR2-1,MTR786 ,roger,440.91,441.51,
AR2-1,AAL742 ,american seven forty two reduce to a hundred and eighty knots,444.20,446.62,
AAL742,AR2-1 ,one eighty american seven forty two,447.19,448.78,
AR2-1,AAL810 ,american eight ten start reducing to one hundred and eighty knots now,449.16,452.03,
AAL810,AR2-1 ,eight ten slow to one eighty,455.08,456.46,
AR2-1,AAL742 ,american seven forty two you following a heavy d c ten at ah nine o'clock five miles three thousand on the final,456.67,463.19,
AAL742,AR2-1 ,yes sir he's in sight ah american seven forty two,463.55,466.09,
AR2-1,AAL742 ,okay start the base turn now follow him caution wake turbulence cleared visual approach runway three six left winds three two zero at one two,466.24,472.69,
AAL742,AR2-1 ,okay we're starting our base turn we're cleared the visual three six left behind the company ten american seven forty two,473.02,477.96,
AAL1090,AR2-1 ,american ten ninety descending out of ten thousand for six,479.15,483.04,sounds like two aircraft transmitting at the same time
AR2-1,AAL810 ,american eight ten heading three ah zero two zero join the thirty six left localizer,483.64,487.40,
AAL810,AR2-1 ,blocked,487.49,488.06,
AR2-1,AAL810 ,american eight ten zero two zero join the three six left localizer over,488.39,491.86,
AAL810,AR2-1 ,american eight ten,492.28,493.14,
AAL1090,AR2-1 ,ten ninety is with you out of ah ninety five hundred for six,495.36,498.53,
AR2-1,AAL1090 ,american ten ninety approach roger expect ah three six left,498.85,502.20,
AAL1090,AR2-1 ,roger three six left,502.83,503.82,
AAL1344,AR2-1 ,one ninety,510.42,511.62,
AR2-1,AAL810 ,american eight ten you're following traffic ten o'clock five miles ah report him in sight or the airport,512.07,516.91,
AAL810,AR2-1 ,we've got the airport,517.36,518.34,
AR2-1,AAL810 ,american eight ten you're cleared visual approach three six left a hundred and eighty to the outer marker,518.64,522.38,
AAL810,AR2-1 ,one eighty to the marker cleared visual three six left american eight ten,522.80,525.25,
AR2-1,AAL742 ,american seven forty two turn ah left to zero two zero to join the final hundred eighty to the outer marker tower one two four point one five when you join,525.55,533.65,
AAL742,AR2-1 ,american seven forty two roger we'll call the tower joining,536.56,539.02,
AR2-1,MTR786 ,metro seven eighty six approach descend and maintain three thousand,539.46,542.98,
MTR786,AR2-1 ,three thousand metro seven eighty six,543.42,545.08,
AR2-1,MTR786 ,metro seven eighty six a hundred and eighty knots on your speed,545.54,548.28,sounds like two parties transmitting at the same time
MTR786,AR2-1 ,blocked,548.94,549.40,
AR2-1,MTR786 ,metro seven eighty six a hundred and eighty on your speed now,549.94,552.90,
MTR786,AR2-1 ,one eighty seven eighty six,553.16,554.36,
AR2-1,AAL1344 ,american thirteen forty four descend and maintain four thousand,554.88,557.81,
AR2-1,AAL1344 ,american thirteen forty four descend and maintain four thousand a hundred and eighty knots on your speed over,560.43,565.25,
AR2-1,AAL1344 ,hello american thirteen forty four approach,567.91,570.41,
AR2-1,MTR786 ,metro seven eighty six turn right zero nine zero,574.19,576.56,
MTR786,AR2-1 ,zero nine zero seven eighty six,577.00,578.36,
AAL344,AR2-1 ,american three forty four is with you at five,579.40,581.32,
AR2-1,AAL1344 ,american one three four four thirteen forty four approach,582.96,586.18,
AR2-1,AAL344 ,american three forty four approach roger descend and maintain three thousand expedite the descent,590.74,594.96,
AAL344,AR2-1 ,hurry from five to three here we go three forty four,595.36,597.75,
AR2-1,MTR786 ,metro seven eighty six turn left zero two zero you're following traffic ten o'clock five miles seven twenty seven,597.89,602.75,
MTR786,AR2-1 ,ah metro seven eighty six has the traffic zero two zero on the heading,603.47,606.09,
AR2-1,MTR786 ,metro seven eighty six follow that seven twenty seven cleared visual approach ah three six left maintain a hundred and ninety or better ah to the outer marker,606.33,612.93,
MTR786,AR2-1 ,one ninety or better follow the traffic metro seven eighty six,613.27,615.19,
AR2-1,AAL344 ,american three forty four descend to three thousand a hundred and ninety on your speed now you're following traffic twelve to one o'clock four miles a ah jet stream turning the final at four,615.51,623.02,
AAL344,AR2-1 ,believe we have him over the lake american three forty four,623.52,625.52,
AR2-1,AAL344 ,say you have him,625.60,626.38,
AR2-1,AAL344 ,all right sir follow that jet stream american three forty four cleared visual approach runway ah three six left,633.56,638.43,
AR2-1,AAL1344 ,american thirteen forty four approach you with me,638.49,640.63,
AAL1344,AR2-1 ,yes sir,641.05,641.67,
AR2-1,AAL1344 ,all right watch ah there's a company on that's got the same last three numbers thirteen forty four you maintain five thousand now and expect runway three ah six left you're following traffic just eleven o'clock to you and a mile turn left now heading zero nine zero,641.85,656.71,
AAL1344,AR2-1 ,okay we're out of six for five and ah zero nine zero on the heading american thirteen forty four,657.58,662.42,
AR2-1,AAL344 ,american three forty four you follow that jet stream a hundred and ninety to the outer marker,662.68,666.52,
AAL344,AR2-1 ,we're doing that three forty four,667.06,668.34,
AR2-1,AAL1090 ,american ten ninety turn left now heading of ah one zero zero american ten ninety expect ah three five right american ten ninety,668.46,675.82,
AAL1090,AR2-1 ,american ten ninety we're coming left to ah one zero zero expect three five right,676.08,680.27,
AR2-1,AAL1344 ,american thirteen forty four reduce to a hundred and seventy knots now,680.57,683.53,
AAL1344,AR2-1 ,okay a hundred and seventy knots american thirteen forty four,683.97,686.07,
AR2-1,AAL1344 ,you see that m d eighty off to your left now,686.21,688.05,
AAL1344,AR2-1 ,yeah we got him,688.47,689.13,
AR2-1,AAL1344 ,follow him cleared visual approach three six left a hundred and eighty now to the outer marker,689.39,693.63,
AAL1344,AR2-1 ,visual three six left one eighty to the marker american thirteen forty four,694.29,697.39,
AR2-1,AAL504 ,american five zero four descend and maintain three thousand,697.42,700.08,
AAL504,AR2-1 ,american five zero four we're leaving five thousand for three thousand assigned heading zero nine zero,700.62,705.04,
AR2-1,AAL504 ,american five oh four expect runway three five right now heading zero seven zero,711.10,715.32,
AAL504,AR2-1 ,expect thirty five right fly zero seven zero,715.94,718.79,
