from,to,text,time_start,time_end,comment
FE-1,TWA319,t w a three nineteen departure at twelve o'clock seven miles eastbound climbing to one zero thousand,21.42,25.32,
TWA319,FE-1,t w a three nineteen no contact thank you,27.16,29.14,
FE-1,TWA319,roger,29.36,29.82,
FE-1,DAL1019,delta ten nineteen regional approach fly heading two seven zero descend and maintain six thousand expect the i l s runway three five right localizer frequency is one zero niner point one,37.62,45.61,
DAL1019,FE-1,delta ten nineteen will expect three five right and heading ah two seven zero leaving eleven thousand for six thousand,46.38,51.96,
FE-1,DAL1019,roger,51.99,52.85,
FE-1,SWA228,southwest two twenty eight continue inbound on the three one left localizer descend and maintain four thousand,58.53,63.23,
SWA228,FE-1,inbound on the localizer cleared to four,63.61,65.16,
AAL49,FE-1,ah regional approach american heavy out of twelve thousand for make that thirteen thousand for eleven with oscar,65.96,71.97,
FE-1,N0BF,falcon five zero bravo foxtrot contact approach one one niner point four have a runway for you,72.42,76.09,
N0BF,FE-1,one nineteen four good day,76.86,77.71,
FE-1,AAL49,and was that ah american forty nine heavy,78.11,80.12,
AAL49,FE-1,yes sir american forty nine heavy,80.29,81.73,
FE-1,AAL49,american forty nine heavy regional approach regional altimeter now three zero three two expect the i l s runway three five right localizer frequency is one zero niner point one,82.14,89.38,
AAL49,FE-1,american forty nine heavy,90.28,91.33,
DAL1285,FE-1,approach delta twelve eighty five one one thousand papa,92.06,94.93,
FE-1,DAL1285,delta twelve eighty five regional approach fly heading two seven zero intercept the three one right localizer and fly it inbound descend and maintain eight thousand,95.26,100.90,
DAL1285,FE-1,delta twelve eighty five two seven zero heading intercept the three one right localizer down to eight thousand,102.42,107.13,
FE-1,DAL1019,delta ten nineteen descend and maintain five thousand,107.95,110.12,
DAL1019,FE-1,delta ten nineteen descend to five thousand,112.90,114.51,
FE-1,DAL1019,delta ten nineteen that is correct sir,114.84,116.33,
DAL265,FE-1,regional delta two sixty five passing seventeen for one one thousand with papa,120.88,125.59,
FE-1,DAL265,delta two sixty five regional approach roger expect the i l s runway three five right localizer frequency is one zero niner point one,125.96,131.63,
DAL265,FE-1,we'll expect three five right,132.32,133.58,
FE-1,TWA319,t w a three nineteen fly heading one eight zero,134.94,136.98,
TWA319,FE-1,t w a three nineteen heading one eighty,138.07,139.90,
FE-1,SWA228,southwest two twenty eight contact approach one one two five point two maintain four thousand,140.36,144.43,
SWA228,FE-1,two twenty eight one twenty five two,146.44,148.22,sounds like adios
FE-1,SWA228,good day southwest two twenty eight,148.73,150.13,
FE-1,DAL319,delta three nineteen traffic twelve o'clock a mile eastbound stopped below you he's a company m d eighty,152.88,157.36,
FE-1,TWA319,t w a three nineteen descend and maintain six thousand,160.67,163.05,
TWA319,FE-1,t w a three nineteen leaving one one thousand for six thousand,163.50,166.45,
FE-1,TWA319,t w a three nineteen did you get the six thousand feet,175.86,178.04,
TWA319,FE-1,yes sir t w a three nineteen we're out of one one thousand for six thousand,179.07,182.43,
FE-1,TWA319,t w a three nineteen thank you contact approach on one one niner point four have a runway for you,182.63,186.61,
TWA319,FE-1,good day,187.21,187.68,
FE-1,TWA319,good day,188.43,188.81,
SWA33,FE-1,regional approach southwest thirty three is at eleven thousand,189.98,192.54,
FE-1,SWA33,southwest thirty three regional approach fly heading one three zero descend and maintain eight thousand vectors to love,193.19,197.92,partially overridden by another voice
SWA33,FE-1,okay ah one three thousand and ah you say seven thousand,200.10,202.61,
FE-1,SWA33,southwest thirty three eight thousand heading one three zero southwest thirty three,203.26,206.62,
