from,to,text,time_start,time_end,comment
N700TF,AR2-1 ,regional approach citation seven zero zero tango foxtrot descending out of ten point seven for six thousand in a left turn heading one eight zero,20.00,27.89,
AR2-1,N94G ,citation nine four golf turn left heading three five zero join the final for three six left,28.03,31.77,
AR2-1,N700TF ,citation zero tango foxtrot expect three six left heading one seven zero,34.93,38.45,
N700TF,AR2-1 ,heading one seven zero and three six left seven hundred tango fox,38.81,42.10,
AR2-1,N94G ,citation nine four golf two and a half miles from marker cleared i l s three six left contact tower one two four point one five,69.97,75.31,
N94G,AR2-1 ,twenty four fifteen we have the field in sight nine four golf,75.43,77.61,
AR2-1,DAL691 ,delta six ninety one descend and maintain three thousand,79.58,82.17,
DAL691,AR2-1 ,three thousand delta six ninety one,82.46,84.44,
AR2-1,N700TF ,citation zero tango foxtrot reduce speed to two one zero,110.40,113.15,
N700TF,AR2-1 ,back to two one zero seven hundred tango fox,113.51,115.80,
AR2-1,DAL691 ,delta six ninety one fly heading of three one zero,124.55,128.05,
AR2-1,N700TF ,citation zero tango foxtrot descend maintain four thousand,146.18,148.97,
N700TF,AR2-1 ,maintain four thousand seven hundred tango foxtrot,149.72,152.58,
AR2-1,DAL691 ,delta six ninety one heading three two zero,158.57,160.62,
AR2-1,N700TF ,citation zero tango foxtrot fly heading two zero zero,162.94,165.30,
N700TF,AR2-1 ,heading two zero zero seven hundred tango fox,166.23,168.53,
AR2-1,DAL691 ,delta six ninety one you happen to see the airport,174.20,176.27,
AR2-1,DAL691 ,delta six ninety one cleared visual approach three five right contact tower one two six five five,177.47,181.24,
DAL691,AR2-1 ,so long,181.42,182.33,
AR2-1,N700TF ,citation zero tango foxtrot turn right heading two six zero,188.06,191.24,
N700TF,AR2-1 ,right to two six zero seven hundred tango fox,191.99,194.30,
COA721,AR2-1 ,approach continental seven twenty one descending out of eight thousand four hundred for six thousand,198.60,203.09,
AR2-1,COA721 ,continental seven twenty one heading two zero zero for three six left,203.14,205.70,
COA721,AR2-1 ,heading two zero zero three six left continental seven twenty one,206.00,209.03,
AR2-1,N700TF ,citation zero tango foxtrot turn right heading three zero zero,216.97,220.56,
N700TF,AR2-1 ,right to three zero zero seven hundred tango fox,221.04,223.65,
AR2-1,N700TF ,and citation zero tango foxtrot descend maintain three thousand,225.17,228.05,
AR2-1,N700TF ,citation zero tango foxtrot you're six miles from marker turn right heading three three zero maintain three thousand til established cleared i l s three six left,233.74,239.87,
AR2-1,COA721 ,continental seven twenty one descend maintain three thousand,245.13,247.70,
COA721,AR2-1 ,down to three thousand continental seven twenty one,247.84,250.13,
AR2-1,N700TF ,citation zero tango foxtrot have you a little bit low need a good rate down do you happen to see the airport,260.45,264.76,
N7OOTF,AR2-1 ,ah negative we're just on top of the clouds,265.42,268.12,
AR2-1,N700TF ,k should break out around forty two or so,268.39,270.34,
N7OOTF,AR2-1 ,tango fox roger,270.82,271.93,
DAL365,AR2-1 ,hello approach delta three sixty five with you we're out of six for five,274.49,278.53,
AR2-1,DAL365 ,delta three sixty five roger expect three five right heading two niner five,278.82,282.61,
DAL365,AR2-1 ,o k two ninety five on the heading and we'll expect thirty five right,283.34,286.84,
