from,to,text,time_start,time_end,comment
AAL1401,FW-1 ,american fourteen oh one is with you out of fifteen for nine with kilo,22.11,25.11,
FW-1,AAL1401 ,calling approach say again,26.51,27.51,
AAL1401,FW-1 ,american fourteen oh one fourteen five for nine with kilo,29.57,32.66,
FW-1,AAL1401 ,american fourteen zero one regional approach good morning fly heading one one zero intercept the one three right localizer,32.90,38.07,
AAL1401,FW-1 ,one one zero intercept the one three right localizer american ah fourteen oh one,38.68,43.89,
FW-1,DAL930 ,delta nine thirty reduce speed to two one zero,60.87,63.24,
DAL930,FW-1 ,two hundred and ten knots nine thirty,64.03,66.02,
FW-1,AAL1401 ,american fourteen zero one descend and maintain five thousand expedite your descent,66.24,70.07,
AAL1401,FW-1 ,okay we'll hurry down to five american fourteen oh one,70.70,72.97,
AAL1183,FW-1 ,approach american ah one eighty eleven eighty three is with you at eleven,74.17,78.67,
FW-1,AAL1183 ,american eleven eighty three regional approach expect the i l s runway ah one eight right localizer frequency one one point niner maintain two hundred and fifty knots until further advised,79.14,86.92,
AAL1183,FW-1 ,two fifty until further advised and ah expect one eight right american eleven eighty three ,89.01,94.58,weak transmission
FW-1,AAL1401 ,american fourteen zero one contact approach one one eight point,94.74,98.03,
AAL1401,FW-1 ,one eighteen one american fourteen oh one,98.37,100.01,
FW-1,DAL930 ,delta nine thirty say airspeed,101.31,103.03,
DAL930,FW-1 ,just passing about two thirty five slowing,104.37,106.38,
FW-1,DAL930 ,thanks,106.48,107.15,
FW-1,AAL1183 ,american eleven eighty three descend and maintain five thousand,118.84,121.78,
AAL1183,FW-1 ,down to five thousand american eleven eighty three,123.00,125.27,weak transmission
FW-1,AAL1183 ,american eleven eighty three reduce your speed to two one zero and amend your altitude maintain niner thousand,142.11,147.10,
AAL1183,FW-1 ,heading two one zero and we'll stop at nine thousand now american ah eleven eighty one ah eleven eighty three,147.85,152.90,
FW-1,AAL1183 ,eleven eighty three affirmative fly heading two eight zero,153.06,155.90,
AAL1183,FW-1 ,heading two eight zero now american eleven eighty three,156.45,158.98,
FW-1,DAL930 ,delta nine thirty descend and maintain six thousand,175.03,178.89,
DAL930,FW-1 ,six thousand delta nine thirty,179.41,181.03,
FW-1,DAL930 ,delta nine thirty expedite your descent through niner thousand and contact approach one three two point one good day sir,188.51,193.70,
DAL930,FW-1 ,thirty two one and we'll expedite,195.28,196.95,
EEC1236,FW-1 ,good morning regional approach hustler twelve thirty six level six thousand,205.18,209.17,
FW-1,EEC1236 ,hustler twelve thirty six good morning depart mandy heading zero two zero for the i l s runway one three right approach maintain five thousand,209.27,215.15,
EEC1236,FW-1 ,okay hustler twelve thirty six we're out of six for five and heading zero two zero for i l s one three right,216.34,222.34,
AAL126,FW-1 ,regional american ah one twenty six is level one one thousand with kilo,228.24,232.62,
FW-1,AAL126 ,american one twenty six regional approach expect the i l s runway one eight right localizer frequency one one one point niner,232.78,238.46,
FW-1,AAL1183 ,american eleven eighty three traffic twelve o'clock five miles northbound descending out of nine thousand a delta super eighty,240.63,245.92,
AAL1183,FW-1 ,in sight american eleven eighty three,246.26,248.15,
AAL405,FW-1 ,american four oh five with you eleven,255.77,257.76,weak transmission
FW-1,AAL405 ,american four zero five regional approach expect the i l s runway one eight right localizer frequency one one one point niner reduce speed to two one zero,257.86,264.51,
FW-1,AAL1183 ,american eleven eighty three descend and maintain five thousand,269.82,272.29,
AAL1183,FW-1 ,down to five thousand american eleven eighty three,273.12,275.39,
AAL461,FW-1 ,ah hello approach american four sixty one we're out of one three thousand for ah niner thousand kilo,295.38,300.67,
FW-1,AAL461 ,american four sixty one depart boids heading one zero zero intercept the one three right localizer descend and maintain five thousand,300.79,306.43,
AAL461,FW-1 ,one hundred degrees off boids for ah one three right american ah four sixty one and verify the first ah two thousand feet is closed,307.78,314.64,
FW-1,AAL1183 ,american eleven eighty three turn right heading three five zero contact approach one three two point one,314.82,319.52,
AAL1183,FW-1 ,three five zero and three two point one american ah eleven eighty three good day,319.89,324.22,
FW-1,AAL461 ,american four sixty one say again,324.39,325.99,
AAL461,FW-1 ,yeah verify five thousand and verify that the first two thousand feet of one three right is closed ,326.31,330.43,weak transmission
FW-1,AAL461 ,american four sixty one maintain five thousand and ah i don 't know anything about that let me let me check on that,330.85,338.23,
FW-1,AAL461 ,american four sixty one ah ah i'm checking on it now i don 't recall that maintain ah five thousand now,344.53,349.84,
AAL461,FW-1 ,wilco maintain five american four sixty one,350.09,352.42,
FW-1,AAL126 ,american one twenty six descend and maintain six thousand,356.74,359.27,
AAL126,FW-1 ,descend to six thousand out of eleven american ah one two six,360.00,363.14,
FW-1,AAL461 ,american ah american four sixty one that's runway one three left that's got that closed portion you're speaking of ah you're going to the right contact tower now ah correction contact approach now one one eight point one,363.24,372.81,
AAL461,FW-1 ,okay eighteen one thanks for checking for us american four sixty one,373.24,376.30,
FW-1,AAL405 ,american four zero five descend and maintain six thousand,376.46,379.01,
FW-1,EEC1236 ,hustler twelve thirty six contact approach one one eight point one,407.66,410.55,
EEC1236,FW-1 ,eighteen one twelve thirty six,411.06,413.31,
DAL804,FW-1 ,regional approach delta eight zero four is with you ah passing thirteen for one one thousand with kilo,414.95,421.28,weak transmission
FW-1,DAL804 ,delta eight zero four regional approach expect the i l s runway one eight right localizer frequency one one one point niner,421.38,426.87,
DAL804,FW-1 ,i l s to one eight right delta eight oh four,427.14,429.89,
FW-1,AAL126 ,american one twenty six maintain six thousand contact approach one three two point one,430.28,435.08,
AAL126,FW-1 ,thirty two one we'll maintain six so long,435.14,437.09,
FW-1,AAL126 ,so long,437.25,437.86,
ASA360,FW-1 ,regional approach asea three sixty with you six thousand kilo,438.08,441.31,
FW-1,ASA360 ,asea three sixty regional approach depart boids heading one zero zero intercept the runway one three right localizer,441.51,446.74,
ASA360,FW-1 ,boids at one zero zero to intercept the one three right localizer asea three sixty,447.08,450.83,
