from,to,text,time_start,time_end,comment
LCW-1,DAL691,contact ground point eight,0.02,1.19,
DAL691,LCW-1,delta six ninety one to cross on the inner point eight,2.48,4.53,
LCW-1,AAL389,american three eighty nine heavy cross one eight left and then contact ground point eight,4.75,7.82,
AAL389,LCW-1,ground point eight crossing american three eighty nine heavy roger,8.36,10.54,
LCW-1,DAL691,delta six ninety one make it the right turn on the outer please,10.65,13.32,
DAL691,LCW-1,okay right on the outer delta six ninety one,13.65,15.18,
LCW-1,AAL809,american eight zero niner american five sixty seven taxi across runway one eight left and then contact ground point eight after crossing,15.34,20.99,
AAL809,LCW-1,cross one eight left american eight oh nine,21.39,22.70,
LCW-1,AAL816,american eight sixteen contact departure good day,24.82,27.02,
DAL807,LCW-1,tower delta eight oh seven is eleven d m e,29.46,31.83,
LCW-1,DAL807,delta eight oh seven regional tower cleared to land runway one eight right following traffic on a three mile final wind one three zero at six,32.30,37.20,
DAL807,LCW-1,delta eight oh seven cleared to land one eight right,37.75,39.81,
LCW-1,DAL365,delta three sixty five if able turn left at the next high speed taxi south on the echo turn left at thirty one hold short of runway one eight left remain this frequency,40.00,46.76,
DAL365,LCW-1,three sixty five roger,47.50,49.01,
LCW-1,ASA348,asea three forty eight without delay cross runway one eight right and hold short of the left,49.58,53.32,
ASA348,LCW-1,cross the right and sort of the left asea three forty eight,53.54,55.78,
LCW-1,NWA406,northwest four zero six at the middle marker turn right heading two one zero runway one eight left cleared for takeoff,56.30,61.79,
NWA406,LCW-1,roger ah four oh six at the middle marker turn ah right two ten and we 're cleared for takeoff,62.12,66.92,
LCW-1,AAL1119,american eleven nineteen heavy regional tower runway one eight left taxi into position and hold,67.33,70.87,
AAL1119,LCW-1,position and hold one eight left american eleven nineteen heavy,71.39,73.60,
AAL895,LCW-1,regional tower american eight ninety five ah i l s one eight right,80.34,84.35,
LCW-1,AAL895,american eight ninety five regional tower cleared to land runway one eight right following traffic five miles ahead wind one four zero at six,84.43,89.61,
AAL895,LCW-1,cleared to land one eight right american eight ninety five,90.29,92.42,
AAL816,LCW-1,want american ah eight sixteen on departure,103.01,105.81,
LCW-1,AAL816,american eight sixteen affirmative,106.26,107.78,
LCW-1,AAL1119,american eleven nineteen heavy at the middle marker turn right heading two one zero runway one eight left cleared for takeoff,114.67,119.05,
AAL1119,LCW-1,two one zero at the marker cleared for takeoff one eight left american eleven nineteen heavy,119.79,123.27,
LCW-1,DAL807,delta eight zero seven caution wake turbulence from the heavy boeing seven six seven off the inboard,123.55,127.39,
DAL807,LCW-1,delta eight oh seven,128.42,129.48,
LCW-1,DAL139,delta one thirty nine if able turn left the next high speed let me know if you can make it traffic to cross down field on taxiway thirty two,129.94,135.81,
DAL139,LCW-1,delta one thirty nine we 'll make it,136.19,137.45,
LCW-1,DAL139,thank you delta one thirty nine hold short of one eight left at twenty nine remain this frequency,137.54,140.96,
DAL139,LCW-1,stay with you delta one thirty nine,141.21,142.54,
LCW-1,AAL1429,american fourteen twenty nine cross runway one eight right without delay hold short of the left,142.68,146.07,
AAL1429,LCW-1,cross the right side hold short of the left american fourteen twenty nine,146.58,148.96,
LCW-1,DAL1548,delta fifteen forty eight caution wake turbulence from a heavy boeing seven sixty seven runway one eight left taxi into position and hold traffic will cross down field,149.01,154.88,
DAL1548,LCW-1,position and hold delta fifteen forty eight,155.70,157.54,
LCW-1,AAL212,delta american two twelve heavy left turn around the corner on taxiway nineteen,158.11,162.93,
AAL212,LCW-1,american two twelve heavy,163.23,164.15,
LCW-1,DAL139,delta one thirty nine taxi across runway one eight left and then contact ground point eight,164.40,167.86,
DAL139,LCW-1,delta one thirty nine cleared to cross,168.07,169.28,
