from,to,text,time_start,time_end,comment
AR2-1,AAL684,american six eighty four continue right turn heading one two zero,30.82,34.14,
AAL684,AR2-1,one twenty on the heading american six eighty four,34.17,36.32,
AR2-1,AAL684,american six eighty four turn right heading one five zero join one eight right localizer maintain three thousand present airspeed,49.93,55.49,
AAL684,AR2-1,one fifty to join ah one eight right present airspeed american six eighty four,56.34,60.09,
AR2-1,AAL602,american six zero two approach,60.54,61.94,
AR2-1,AAL684,american six eighty four is now five miles north of the outer marker maintain three thousand or above until established on localizer speed one nine zero or greater till crossing the outer marker cleared for i l s one eight right approach,69.08,79.94,
AAL684,AR2-1,american six eighty four one ninety to the marker or greater and we're cleared for the i l s,80.01,83.86,
AR2-1,AAL684,correct american six eighty four contact tower one two four point one five good day gentlemen,84.19,88.18,
AAL684,AR2-1,good day,88.19,88.64,
AAL602,AR2-1,american six oh two inbound,104.64,105.91,
AR2-1,AAL602,american six oh two turn right heading one one zero maintain five thousand maintain present speed expect i l s one eight right approach,106.21,112.46,
AAL602,AR2-1,one one zero,113.05,113.78,
AR2-1,AAL602,american six zero two descend and maintain three thousand following a heavy boeing seven six seven wind one six zero at six caution wake turbulence maintain three thousand,136.01,143.28,
AAL602,AR2-1,five for three american six oh two,143.65,145.51,
AR2-1,AAL602,american six zero two reduce speed to one nine zero,207.42,209.92,
AAL602,AR2-1,one ninety american six oh two,211.44,212.74,
AR2-1,AAL1406,american fourteen zero six approach,235.51,237.41,
AR2-1,AAL602,american six zero two is now seven miles north of the outer marker turn right heading one five zero join the localizer maintain three thousand or above until established speed one nine zero until ah correction one eight zero until the outer cleared for i l s one eight right approach,247.90,263.36,
AR2-1,AAL602,american six zero two five and a quarter miles behind the heavy traffic contact tower one two four point one five good day gentlemen,269.33,275.24,
AAL602,AR2-1,good day,275.26,275.70,
AR2-1,AAL1406,american fourteen zero six approach,276.58,278.36,
AAL1406,AR2-1,approach american fourteen oh six with you at five,294.35,296.53,
AR2-1,AAL1406,american fourteen zero six regional approach fly heading one zero zero descend and maintain three thousand expect i l s one eight right approach,296.84,303.16,
AAL1406,AR2-1,one zero zero three thousand american fourteen oh six,303.95,306.54,
AR2-1,AAL1274,american twelve seventy four approach,306.79,308.48,
AR2-1,AAL694,american six ninety four approach,315.12,316.80,
AR2-1,AAL694,american six ninety four reduce speed to two one zero,347.58,349.89,
AAL1274,AR2-1,regional american twelve seventy four descending to six,358.17,360.04,
AR2-1,AAL1274,american twelve seventy four regional approach roger,360.50,362.35,
AR2-1,AAL1406,american fourteen zero six three thousand reduce speed to one eight zero,371.12,374.21,
AR2-1,AAL694,american six ninety four approach,378.84,380.25,
AR2-1,AAL694,american six ninety four regional approach expect runway one eight right localizer frequency one one one point niner turn left heading zero eight zero,381.47,387.28,
AAL694,AR2-1,zero eight zero heading we'll expect one eight right,387.33,390.16,
AR2-1,AAL1406,american fourteen zero six reduce speed to one seven zero maintain that until across the outer turn right heading one eight zero join the one eight right localizer maintain three thousand,402.89,410.81,
AAL1406,AR2-1,one seventy on the airspeed to the marker one eighty on the heading join one eight right american fourteen oh six,412.19,417.15,
AR2-1,AAL1406,correct,417.66,418.01,
AR2-1,AAL694,american six ninety four reduce speed to one eight zero,418.63,421.18,
AAL694,AR2-1,one eighty american six ninety four,422.04,423.66,
AR2-1,AAL694,american six ninety four after speed reduction descend and maintain three thousand,425.80,429.04,
AAL694,AR2-1,after the speed we'll go down to three american six ninety four,429.08,432.01,
