from,to,text,time_start,time_end,comment
PAT060,DR1-1,washington departure pat zero six zero passing eight hundred maintain two thousand left turn two zero zero good morning,13.55,19.37,
DR1-1,PAT060,pat zero six zero washington departure radar contact climb and maintain one one thousand,24.81,30.01,
PAT060,DR1-1,continue up to one one thousand zero six zero,30.47,33.18,
DR1-1,DAL959,delta nine fifty nine turn left heading ah turn left direct linden delta nine fifty nine,36.68,40.32,
DAL959,DR1-1,direct linden delta nine fifty nine,41.16,42.79,
NWA579,DR1-1,departure northwest five seventy nine is with you out of eighteen hundred for five thousand,55.10,58.87,
DR1-1,SAM203,sam two zero three turn right heading three five zero,60.65,63.41,
SAM203,DR1-1,right turn three five zero sam two zero three,63.66,65.88,
DR1-1,NWA579,northwest five seventy nine departure radar contact,66.12,69.04,
DR1-1,DAL959,delta nine fifty nine contact dulles departure on one three four point two,78.88,83.20,
DAL959,DR1-1,thirty four two delta nine fifty nine good day sir,83.52,85.78,
DR1-1,PAT060,pat zero six zero turn right heading three six zero,94.19,96.80,
PAT060,DR1-1,right three six zero zero six zero,97.40,99.45,
DR1-1,USA809,u s air eight oh nine washington center one three five point four,99.63,102.62,
USA809,DR1-1,okay one thirty five four eight oh nine good day,103.07,105.03,pilot omitted ident prefix
N01SK,DR1-1,departure challenger one oh one sierra kilo out of one two hundred for five thousand up the river,107.23,110.72,
NWA579,DR1-1,northwest five seventy nine climb to nine thousand,117.62,120.01,
DR1-1,N01SK,november zero one sierra climb and maintain niner thousand,152.78,155.42,
N01SK,DR1-1,niner thousand sierra kilo,155.80,157.03,pilot omitted ident prefix
DR1-1,SAM203,sam six zero two zero three turn left direct linden resume own navigation contact dulles one three four two,165.92,171.08,
SAM203,DR1-1,one thirty four two left turn direct linden sam six zero two zero three,171.53,174.60,
DR1-1,NWA579,northwest five seventy nine turn left heading three zero zero climb and maintain one ah seven thousand,178.99,184.49,
NWA579,DR1-1,three zero zero and ah one seven thousand northwest ah five seventy nine,184.59,189.72,
N01SK,DR1-1,and sierra kilo's out of eight,211.80,212.80,pilot omitted ident prefix
DR1-1,N01SK,november one sierra kilo roger turn left heading ah turn left direct linden november one sierra kilo,216.68,224.27,
N01SK,DR1-1,ah direct linden sierra kilo,224.65,225.69,pilot omitted ident prefix
N01SK,DR1-1,up to one zero thousand sierra kilo,231.30,232.57,pilot omitted ident prefix
