from,to,text,time_start,time_end,comment
USA608,LC-1,tower u s air six oh eight is with you,2.00,4.14,
LC-1,USA608,u s air six zero eight washington tower runway three six wind calm cleared to land,4.41,8.15,
LC-1,TPS6411,trump sixty four eleven runway three three is available,9.53,12.52,
USA1511,LC-1,say that for fifteen eleven again,22.03,23.46,pilot omitted ident prefix
LC-1,N305,lance three eight three zero five is the seven thirty seven clear,23.78,26.44,
N305,LC-1,yeah he's clear,26.52,27.85,
LC-1,N305,lance three zero five runway three cleared for takeoff traffic two out for runway three six,28.02,31.62,
HNA4444,LC-1,henson forty four forty four with you for three six,35.10,37.83,
LC-1,HNA4444,henson forty four forty four washington tower roger,37.88,40.23,
LC-1,ALO3691,allegheny thirty eight six ninety one runway three taxi into position and hold traffic will depart runway three six,40.64,46.21,
ALO3691,LC-1,position and hold allegheny thirty six ninety one,46.22,47.95,
LC-1,HNA4444,henson forty four forty four runway three six wind calm cleared to land to hold short of runway three three traffic ahead and to your right is a beech nineteen hundred he'll land runway three three simultaneously,47.98,56.04,
HNA4444,LC-1,forty four forty four no problem,56.10,58.17,pilot omitted ident prefix
CRN6100,LC-1,sixty one hundred's checking in three three,58.31,60.60,
LC-1,CRN6100,crown sixty one hundred washington tower roger runway three three cleared to land wind calm,61.27,64.66,
CRN6100,LC-1,cleared to land three three crown sixty one hundred,64.71,66.79,
LC-1,DAL527,runway three six delta five twenty seven taxi into position and hold,66.84,70.18,
DAL527,LC-1,delta five twenty seven three six position and hold,71.04,73.39,
LC-1,N305,lance three zero five contact departure,79.41,81.49,
N305,LC-1,three oh five,81.52,82.53,pilot omitted ident prefix
LC-1,CRN6100,crown sixty one hundred traffic will depart runway three six wind calm cleared to land runway three three additional traffic's a dash eight landing runway three six to hold short of runway three three,85.95,94.39,
CRN6100,LC-1,sixty one hundred roger,94.42,95.70,
LC-1,USA608,u s air six oh eight taxi clear and hold contact ground point seven,95.88,99.04,
USA608,LC-1,roger,99.07,99.88,
LC-1,DAL527,delta five twenty seven runway three six wind calm cleared for takeoff,100.01,103.33,
DAL527,LC-1,delta five twenty seven thirty six cleared to go,103.35,105.20,
LC-1,ALO3691,allegheny thirty six ninety one hold in position traffic will land the other two runways,112.51,115.79,
ALO3691,LC-1,allegheny thirty six ninety one,115.82,117.12,
LC-1,DAL527,delta five twenty seven contact departure,155.74,158.08,
DAL527,LC-1,so long delta five twenty seven,159.77,161.36,
LC-1,CRN6100,crown sixty one hundred contact ground one two one point seven,195.79,198.84,
CRN6100,LC-1,twenty one seven good day,198.87,200.17,
LC-1,TPS6420,trump sixty four twenty runway three six taxi into position and hold traffic departing runway three,218.34,222.79,
TPS6420,LC-1,position and hold trump sixty four twenty,222.79,224.68,
LC-1,ALO3691,allegheny thirty six ninety one runway three wind calm cleared for takeoff,229.98,233.81,
ALO3691,LC-1,cleared for takeoff allegheny thirty six ninety one,234.14,236.03,
LC-1,HNA4444,henson forty four forty four taxi clear and hold contact ground point seven,244.44,248.10,
HNA4444,LC-1,forty four forty four wilco,249.03,250.82,
HNA4401,LC-1,henson forty four zero one on the visual three three,256.99,259.50,
LC-1,TPS6420,runway three six trump sixty four twenty wind calm cleared for takeoff,263.74,267.37,
TPS6420,LC-1,cleared for takeoff trump sixty four twenty,267.56,269.17,
LC-1,UAL605,united six zero five runway three six taxi into position and hold,269.31,272.34,
UAL605,LC-1,position and hold three six united six oh five,272.42,275.27,
LC-1,HNA4401,henson forty four oh one runway three three wind calm cleared to land,275.34,278.40,
HNA4401,LC-1,cleared to land henson forty four oh one,278.96,280.62,
LC-1,ALO3691,allegheny thirty six ninety one contact departure,286.02,288.49,
ALO3691,LC-1,allegheny thirty six ninety one good morning,288.88,290.96,
LC-1,ALO3691,morning,290.97,291.73,
LC-1,TPS6420,trump sixty four twenty contact departure,329.93,332.14,
TPS6420,LC-1,so long,332.37,333.07,
