from,to,text,time_start,time_end,comment
NWA238,F1-1,approach northwest two thirty eight's with you ah going to eight thousand we got india,12.75,17.38,
F1-1,NWA238,northwest two thirty eight washington approach depart armel direct washington altimeter two niner niner eight,18.36,23.00,
NWA238,F1-1,two nine nine eight armel direct washington,24.66,27.12,
F1-1,USA122,u s air one twenty two one five miles south of oxonn cross pisca at two thousand five hundred or above cleared i l s runway three six approach,45.86,53.06,
USA122,F1-1,okay pisca at twenty five hundred or above ah cleared the three six approach u s air one twenty two,53.87,58.96,
AAL1610,F1-1,washington american sixteen ten about to level one zero thousand,72.10,75.32,
F1-1,AAL1610,american sixteen ten washington approach depart ojaay heading zero three zero intercept the localizer,79.90,85.21,
AAL1610,F1-1,zero three zero off ojaay,85.62,87.39,
F1-1,TWA10,t w a ten expect about a twelve mile final,90.91,93.72,
TWA10,F1-1,t w a ten,94.12,94.90,
F1-1,TWA10,t w a ten turn left heading one niner zero,116.11,119.37,
TWA10,F1-1,left to one ninety t w a ten,119.49,120.93,
F1-1,TWA10,t w a ten turn left heading zero niner zero,164.39,166.91,
TWA10,F1-1,zero nine zero t w a ten,167.35,168.52,
F1-1,AAL1610,american sixteen ten descend and maintain four thousand,180.97,184.55,
AAL1610,F1-1,out of ten for four and we're turning to zero three zero now,184.99,188.08,
F1-1,AAL1610,american sixteen ten thank you,188.40,189.67,
F1-1,TWA10,t w a ten turn left heading zero five zero,189.67,192.52,
TWA10,F1-1,left to fifty t w a ten,193.04,194.44,
F1-1,N29P,november eight two two niner papa washington approach expect vectors to the localizer for the i l s approach altimeter two niner niner eight,194.54,200.62,
N29P,F1-1,two niner niner eight two nine papa,201.17,203.36,
F1-1,TWA10,t w a ten turn left heading zero three zero and you're one correction seven miles from oxonn maintain two thousand five hundred until established on the localizer cleared i l s approach,213.33,222.99,
TWA10,F1-1,wilco t w a ten,223.28,224.79,
F1-1,USA122,u s air one twenty two contact the tower one one niner point one,226.32,229.74,
USA122,F1-1,u s air one twenty two good night,229.93,231.14,
F1-1,USA122,good night,231.68,232.17,
F1-1,NWA238,northwest two thirty eight descend and maintain five thousand,244.28,246.97,
NWA238,F1-1,five thousand northwest two thirty eight,247.53,249.47,
F1-1,TWA10,t w a ten contact tower one one niner point one,287.73,291.06,
TWA10,F1-1,nineteen one so long,291.18,291.97,
F1-1,AAL1610,american sixteen ten two zero miles south of oxonn cross pisca at two thousand five hundred or above cleared i l s approach,295.55,301.88,
