from,to,text,time_start,time_end,comment
GAA328,ID-1,departure bizex three twenty eight out of a thousand for three thousand,12.89,16.24,
ID-1,GAA328,bizex three twenty eight boston departure radar contact climb and maintain four thousand,18.92,22.93,
GAA328,ID-1,four thousand bizex three twenty eight,23.63,25.08,
AAL291,ID-1,boston departure american two ninety one through ah twelve hundred for five thousand,52.15,56.16,
ID-1,AAL291,american two ninety one departure radar contact turn left heading one zero zero climb and maintain one zero thousand,56.64,63.01,
AAL291,ID-1,one zero zero degrees to one zero thousand american two ninety one,63.77,66.98,
ID-1,GAA328,bizex three twenty eight contact approach one one eight point two five,80.04,85.37,
GAA328,ID-1,eighteen and a quarter bye bye now,85.68,87.58,
ID-1,GAA328,so long,87.65,88.36,
GAA328,ID-1,stay cool down there,89.03,90.28,
ID-1,GAA328,hope so,90.43,90.95,
DAL1833,ID-1,delta eighteen thirty three heading one forty thousand,142.03,144.99,
ID-1,DAL1833,delta eighteen thirty three radar contact turn left heading zero nine zero climb and maintain one zero thousand,150.00,154.95,
DAL1833,ID-1,zero nine zero we're out of fourteen hundred for ten thousand delta eighteen thirty three,156.02,160.71,
ID-1,AAL291,american two ninety one turn right heading one six zero contact approach one two zero point six,160.91,166.33,
AAL291,ID-1,one sixty degrees twenty point six american two ninety one,166.87,169.86,
NERA3724,ID-1,boston nera thirty seven twenty four one point two for three thousand,174.92,179.06,
ID-1,NERA3724,nera thirty seven twenty four boston departure radar contact climb and maintain four thousand,179.23,184.35,
NERA3724,ID-1,up to four thirty seven twenty four,184.47,186.94,
ID-1,DAL1833,delta eighteen thirty three turn right heading one nine zero,223.35,226.51,
DAL1833,ID-1,delta eighteen thirty three right one nine zero,227.36,230.20,
ID-1,NERA3724,nera thirty seven twenty four contact approach one one eight point two five,230.87,234.70,
NERA3724,ID-1,good day,235.31,235.87,
ID-1,NERA3724,later,236.39,236.89,
ID-1,DAL1833,delta eighteen thirty three turn right heading two seven zero,290.39,293.54,
DAL1833,ID-1,delta eighteen thirty three heading two seven zero,294.45,297.71,
NERA3761,ID-1,departure nera thirty seven sixty one is with you one thousand two hundred,306.78,310.03,
ID-1,NERA3761,nera thirty seven sixty one boston departure radar contact climb and maintain four thousand,310.68,315.54,
NERA3761,ID-1,go up to four thousand thirty seven sixty one,316.18,318.13,
ID-1,DAL1833,delta eighteen thirty three contact approach one two seven point two,318.23,322.07,
DAL1833,ID-1,delta eighteen thirty three good day,322.47,323.89,
ID-1,DAL1833,good day sir,323.95,324.68,
N992TJ,ID-1,and departure king air nine nine two tango juliet is with you out of fourteen hundred,326.01,329.46,
ID-1,N992TJ,king air nine nine two tango juliet departure radar contact good afternoon climb and maintain four thousand,329.66,334.74,
N993TJ,ID-1,climb to four thousand,335.69,336.81,
ID-1,NERA3761,nera thirty seven sixty one contact approach one one eight point two five,364.02,367.99,
NERA3761,ID-1,eighteen twenty five so long,368.19,369.69,
ID-1,N992TJ,nine nine two tango juliet contact approach one two seven point two,369.94,373.85,
N992TJ,ID-1,twenty seven two will clear,374.32,375.73,
ID-1,N992TJ,take care,375.76,376.48,
NWA1175,ID-1,departure good afternoon northwest eleven seventy five is out of eighteen hundred climbing to five,391.14,395.41,
ID-1,NWA1175,northwest eleven seventy five departure good afternoon radar contact turn left heading zero nine zero climb and maintain one zero thousand,395.51,402.29,
NWA1175,ID-1,zero nine zero and one thousand northwest eleven seventy five,402.64,405.40,
GAA534,ID-1,and departure bizex five thirty four is with you on the turn to three zero zero climbing to three,406.34,410.31,
ID-1,GAA534,bizex five hundred thirty four radar contact maintain v f r climb and maintain four thousand,411.40,415.50,
GAA534,ID-1,climb and maintain four thousand bizex five thirty four,416.36,418.96,
ID-1,GAA534,bizex five ah thirty four contact approach one one eight point two five,455.84,461.17,
GAA534,ID-1,one one eight two five good day,461.43,462.88,
ID-1,GAA534,see you later,463.03,463.50,
ID-1,NWA1175,northwest eleven seventy five turn right heading one six zero for the climb and approach now one two zero point six,470.93,476.33,
NWA1175,ID-1,one sixty for the climb and one two zero point six northwest eleven seventy five good day,476.45,480.91,
ID-1,NWA1175,day now,481.05,481.59,
NERA3712,ID-1,boston departure nera thirty seven twelve ah we're out of a thousand for three,529.72,533.64,
ID-1,NERA3712,nera thirty seven twelve radar contact climb and maintain four thousand,538.19,541.54,
NERA3712,ID-1,climb and maintain four nera thirty seven twelve,542.45,544.31,
PCN3565,ID-1,eh boston its precision thirty five sixty five in the turn to two seventy passing six hundred,549.01,553.65,
ID-1,PCN3565,precision thirty five sixty five departure radar contact climb and maintain four thousand,555.69,560.65,
PCN3565,ID-1,up to four thirty five sixty five,561.38,563.38,
N4820S,ID-1,boston departure skylane four eight two zero sierra five hundred for three thousand heading two four zero,590.53,594.96,
NERA3712,ID-1,three three zero nera thirty seven twelve,598.48,600.67,
ID-1,N4820S,november four eight two zero sierra was that you calling,601.96,604.17,
N4820S,ID-1,affirmative ah five hundred for three thousand heading two four zero,604.52,607.78,
ID-1,N4820S,november two zero sierra thanks radar contact good afternoon climb and maintain v f r at four thousand,607.79,612.39,
N4820S,ID-1,v f r to four thousand two zero sierra,612.74,614.99,
ID-1,NERA3712,nera thirty seven twelve contact approach one one eight point two five,615.17,618.86,
CFL2109,ID-1,and approach care twenty one zero nine checking in we're out of seven hundred feet for three thousand one fifty on the heading,624.38,629.04,
ID-1,CFL2109,care twenty one zero nine boston thanks climb and maintain three thousand direct rays point when able,629.16,633.29,
CFL2109,ID-1,three thousand direct rays point we're going to take the visual down there thank you,633.63,636.47,
ID-1,CFL2109,yes sir,636.58,637.06,
ID-1,GAA497,bizex four ninety seven good afternoon radar contact climb and maintain four thousand maintain v f r,642.46,647.89,
GAA497,ID-1,four thousand four ninety seven,648.01,649.61,
ID-1,GAA497,bizex four ninety seven what's your going to be your on course heading sir,687.34,690.30,
GAA497,ID-1,two forty sir,690.35,691.36,
ID-1,PCN3565,precision thirty five sixty five contact approach one two seven point two,698.55,702.50,
PCN3565,ID-1,twenty seven two thirty five sixty five have a good afternoon,702.81,705.59,
ID-1,N4820S,november four eight two zero sierra contact approach one two seven point two,720.85,725.06,
N4820S,ID-1,twenty seven point two two zero sierra so long,725.11,727.34,
ID-1,N4820S,so long,727.38,727.99,
ID-1,NERA2109,nera twenty one zero nine contact approach one two zero point six,776.73,780.37,
NERA2109,ID-1,twenty point six thank you much good day,780.75,782.61,
ID-1,GAA497,bizex four ninety seven proceed on course,805.68,807.93,
GAA497,ID-1,four ninety seven thank you,807.94,809.36,
ID-1,GAA497,bizex four ninety seven contact approach control one two seven point two,830.57,834.78,
GAA497,ID-1,four ninety seven so long,834.87,836.31,
DAL410,ID-1,departure delta four ten is with you we're passing ah fifteen hundred feet climbing to five thousand,839.49,844.71,
ID-1,DAL410,delta four ten departure climb and maintain one zero thousand radar contact continue left fly heading one zero zero,844.88,850.94,
DAL410,ID-1,up to ten thousand feet one zero zero the heading delta four ten,851.34,855.12,
COA1503,ID-1,departure continental fifteen oh three with you five hundred for five thousand,889.40,892.76,
ID-1,COA1503,continental fifteen zero three departure radar contact good afternoon turn left heading one one zero climb and maintain one zero thousand,892.82,898.84,
COA1503,ID-1,one one thousand one zero thousand continental fifteen oh three,899.28,901.96,
ID-1,DAL410,delta four ten contact approach one one eight point two five,906.91,910.87,
DAL410,ID-1,eighteen twenty five so long,911.21,912.76,
