from,to,text,time_start,time_end,comment
F2-1,USA856,u s air eight fifty six maintain ah correction maintain five thousand u s air eight fifty six,22.91,27.09,
F2-1,USA1442,u s air fourteen forty two descend and maintain five thousand,29.89,33.15,
F2-1,USA1754,u s air seventeen fifty four proceed direct nottingham join the nottingham two arrival resume own navigation,36.70,41.02,
F2-1,USA1822,u s air eighteen twenty two washington approach proceed direct nottingham join the nottingham two arrival resume own navigation,42.61,47.98,these four aircraft not on frequency
F2-1,USA856,u s air eight fifty six contact baltimore approach one one niner point seven,51.23,54.30,
F2-1,PACER01,pacer zero one turn right heading zero eight zero,56.49,59.34,
PACER01,F2-1,zero eight zero pacer one,59.94,61.42,
F2-1,DAL501,delta five zero one descend and maintain eight thousand turn right heading three four zero,62.39,66.34,
DAL501,F2-1,delta five zero one descending to eight thousand right three four zero,67.16,71.37,
F2-1,PACER01,pacer zero one descend and maintain five thousand,71.55,73.61,
PACER01,F2-1,pacer one down to five,74.05,75.53,
F2-2,USA1822,u s air eighteen twenty two cross nottingham at and maintain niner thousand,86.03,89.67,
F2-2,DAL501,delta five oh one descend and maintain seven thousand,115.97,117.97,
DAL501,F2-2,delta five oh one to seven thousand,118.39,119.83,
F2-2,USA1754,u s air seventeen fifty four descend and maintain five thousand,120.00,122.86,
F2-2,PACER01,ah pacer zero one descend and maintain three thousand,162.18,165.00,
PACER01,F2-2,pacer zero one out of six for three thousand,165.51,167.70,
F2-2,USA1442,u s air fourteen forty two contact baltimore approach one one niner point seven,176.06,180.63,
F2-2,DAL501,delta four zero five zero one descend and maintain six thousand,205.50,208.47,
DAL501,F2-2,delta five zero one to six thousand,209.17,211.21,
F2-2,USA1442,u s air disregard,214.38,217.23,no aircraft id was stated in the above transmission
F2-2,DAL501,delta five oh one turn left heading two four zero say say that again ah two five zero delta five oh one,223.61,228.74,
DAL501,F2-2,delta five oh one left two five zero,229.03,230.63,
F2-2,USA1442,u s air fourteen forty two contact baltimore approach one one niner point seven,255.40,258.78,
F2-2,DAL501,delta five oh one descend and maintain three thousand,266.46,269.08,
DAL501,F2-2,delta five zero one to three thousand,269.32,270.91,
F2-2,PACER01,pacer zero one turn right heading one two zero,270.99,272.97,
PACER01,F2-2,pacer one right turn one two zero,273.35,275.11,
NWA1809,F2-2,washington approach northwest eighteen oh nine is with you level ten information xray,282.15,285.67,
F2-2,NWA1809,northwest eighteen zero nine washington approach roger,285.90,288.17,
F2-2,USA1754,u s air seventeen fifty four contact baltimore approach one one niner point seven,290.34,294.03,
F2-2,PACER58,pacer five eight washington approach roger,301.93,303.42,aircraft not on frequency
F2-2,DAL501,delta five zero one turn left heading one eight zero,306.13,308.06,
DAL501,F2-2,delta five oh one left one eight zero,308.51,309.99,
F2-2,PACER01,pacer zero one contact andrews radar one one niner point three,310.15,312.99,
PACER01,F2-2,pacer one nineteen three good evening,314.00,315.56,
F2-2,N00Z,malibu zero zero zulu you with washington,317.72,319.53,
F2-2,HNA4360,henson forty three sixty you with washington,323.04,324.75,
F2-2,USA1822,u s air eighteen twenty two descend and maintain five thousand,328.12,331.47,
F2-2,DAL501,delta five zero one join the river cleared river visual one eight,336.51,338.84,
DAL501,F2-2,delta five oh one river visual one eight,339.36,341.00,
F2-2,HNA4360,henson ah forty three sixty washington,352.52,355.32,
F2-2,USA1822,u s air eighteen twenty two contact baltimore approach one one niner point seven,360.22,363.60,
F2-2,PACER58,pacer five eight turn right heading three three zero,366.34,368.50,
DAL9100Z,F2-2,ah washington approach ninety one hundred z with you a six five inbound washington,372.32,376.31,
F2-2,DAL9100Z,delta ninety one hundred zulu expect a visual expect runway two one,376.32,379.64,
DAL9100Z,F2-2,roger two one,380.08,380.96,
F2-2,DAL501,delta five zero one contact tower one one niner point one,385.91,388.48,
DAL501,F2-2,delta five oh one good day,388.79,389.88,
