from,to,text,time_start,time_end,comment
F1-1,PAA540,and clipper five forty maintain speed one nine zero now or greater to ripit please traffic landing two two left will hold short of your runway,5.46,12.03,
F1-1,PAA540,clipper sixty five forty is ah four from ripit cleared for the i l s d m e two seven approach,15.54,20.03,controller uses wrong aircraft id
PAA540,F1-1,ah roger cleared for the approach ah clipper five forty thank you,20.23,23.0,
F1-1,COA360,continental three sixty reduce speed to one nine zero,23.03,25.23,
COA360,F1-1,three sixty slow to one ninety,25.76,27.22,
F1-1,USA1016,u s air ten sixteen four miles from loner turn left heading two niner zero cross loner three thousand or above cleared i l s d m e runway two seven approach maintain present speed,27.26,34.9,
F1-1,EIN9117,shamrock ninety one seventeen heavy reduce speed to ah two zero zero,39.3,42.86,
EIN9117,F1-1,reduce to two hundred ah ninety one seventeen heavy,43.15,46.3,
F1-1,PAA540,clipper five forty contact tower one one niner point one,52.73,55.07,
PAA540,F1-1,ah roger sir one one niner point one have a good evening now,55.3,58.3,
F1-1,PAA540,you too,58.28,58.93,
F1-1,UAL898,united eight ninety eight heavy reduce to one nine zero turn right heading one eight zero,59.85,63.65,
UAL898,F1-1,one ninety knots one eighty on the heading united eight ninety eight heavy,64.36,67.31,
F1-1,EIN9117,shamrock ninety one seventeen heavy reduce speed to one nine zero,67.4,70.31,
EIN9117,F1-1,reducing one ninety ninety one seventeen,70.39,72.57,
F1-1,USA1016,u s air ten sixteen say your present speed,72.54,74.58,
USA1016,F1-1,two ten,75.68,76.39,
USA1016,F1-1,o k,80.25,80.78,
F1-1,EIN9117,shamrock ninety one seventeen heavy is four miles from loner cross loner at three thousand or above cleared i l s d m e runway two seven approach speed one nine zero to ripit,83.31,90.86,
EIN9117,F1-1,roger one ninety knots ah copied to ripit ah ninety one seventeen heavy,90.98,95.92,
UAL898,F1-1,thank you,101.57,102.24,
COA360,F1-1,three sixty thank you,106.89,107.89,
F1-1,UAL898,united eight ninety eight heavy turn right heading two two zero,114.23,116.63,
UAL898,F1-1,heading two twenty united eight ninety eight heavy,116.95,119.24,
EIN9117,F1-1,affirm one ninety knots,135.01,136.47,
F1-1,EIN9117,thanks,136.5,137.23,
F1-1,UAL898,united eight ninety eight heavy turn right heading two six zero intercept the two seven localizer,147.74,152.46,
UAL898,F1-1,two sixty and intercept the two seven localizer united eight ninety eight heavy,152.69,155.93,
F1-1,COA360,continental three sixty turn left heading two niner zero intercept the two seven localizer,157.73,161.66,
COA360,F1-1,two nine zero to intercept continental three sixty,162.2,164.36,
F1-1,USA1016,good day,176.59,177.07,
F1-1,UAL898,united eight ninety eight heavy is two from loner cross loner three thousand or above cleared i l s d m e runway two seven approach speed one nine zero to ripit,177.36,183.25,
UAL898,F1-1,one ninety and ah to ripit cleared for the approach united eight ninety eight heavy,184.09,187.65,
F1-1,UAL898,thanks,187.74,188.18,
F1-1,EIN9117,shamrock ninety one seventeen heavy speed one nine zero to ripit,188.76,191.65,
EIN9117,F1-1,one ninety to ripit ninety one seventeen heavy,191.96,194.2,
F1-1,COA360,continental three sixty is six miles from ripit cross correction six miles from loner cross loner at three thousand or above cleared i l s d m e runway two seven approach and speed one eight zero now to ripit,194.24,204.99,
COA360,F1-1,continental three sixty speed one eighty cleared for the approach,205.57,208.11,
F1-1,EIN9117,shamrock ninety one seventeen heavy will have traffic landing runway two two left will hold short of your runway contact tower one one niner point one,208.92,214.81,
EIN9117,F1-1,nineteen one copied ninety one seventeen heavy,214.9,216.91,
F1-1,UAL898,united eight ninety eight heavy traffic landing runway two two left will hold short of your runway,220.25,223.85,
UAL898,F1-1,thank you,224.13,224.57,
F1-1,COA360,continental three sixty reduce speed now to one seven zero to ripit,244.33,247.19,
COA360,F1-1,one seventy for three sixty,247.63,249.37,
F1-1,UAL898,united eight ninety eight heavy reduce speed to one seven zero to ripit now contact tower one one niner point one,285.09,289.27,
UAL898,F1-1,one seventy and nineteen one good day,290.42,292.6,
F1-1,UAL898,good night,292.74,293.11,
F1-1,COA360,continental three sixty reduce speed to one five zero to ripit if unable advise,337.01,340.72,
COA360,F1-1,k we can slow it up ah three sixty,341.66,343.69,
COA360,F1-1,all right thank you,347.43,348.33,
COA360,F1-1,three sixty nineteen one good day thank you,378.29,380.05,
NWA258,F1-1,boston approach northwest two fifty eight five thousand,782.39,785.86,
F1-1,NWA258,northwest two fifty eight boston approach good afternoon,786.14,788.31,
F1-1,NWA258,i can imagine,792.93,793.88,
MID616,F1-1,ah boston midway six sixteen is out of eight point three for six thousand our heading one one zero,823.72,827.88,
F1-1,MID616,midway six sixteen boston approach thanks at six thousand speed two one zero,828.26,832.21,
MID616,F1-1,six thousand two ten on the speed,832.65,834.37,
F1-1,MID616,thank you and you can fly present heading,834.94,836.4,
MID616,F1-1,o k,837.39,837.91,
F1-1,MID616,midway six sixteen speed two one zero then descend and maintain three thousand,875.34,878.94,
MID616,F1-1,two ten then that is three thousand midway six sixteen,879.68,882.57,
F1-1,NWA258,northwest two fifty eight turn left heading three four zero,882.77,885.26,
NWA258,F1-1,three four zero two five eight,885.7,887.18,
AAL566,F1-1,american five sixty six with you out of nine for five,888.07,890.34,
F1-1,AAL566,american five sixty six boston approach thank you,890.6,892.69,
F1-1,NWA258,northwest two fifty eight reduce speed to two one zero,897.44,899.93,
NWA258,F1-1,two ten two fifty eight,900.14,901.3,
F1-1,NWA258,northwest two fifty eight reduce speed to one nine zero,930.23,933.1,
NWA258,F1-1,one nine zero,933.99,934.75,
F1-1,MID616,midway six sixteen speed two one zero then descend and maintain ah two thousand,937.17,940.61,
MID616,F1-1,k ah two ten on the speed then to two thousand midway six sixteen,941.36,944.54,
F1-1,MID616,midway six sixteen turn left heading zero nine zero base leg in about two to three miles,957.57,961.14,
MID616,F1-1,k zero nine zero for six sixteen,961.35,963.39,
F1-1,MID616,midway six sixteen turn right heading one eight zero,981.87,984.02,
MID616,F1-1,right to one eight zero midway six sixteen,984.54,986.67,
F1-1,NWA258,northwest two fifty eight descend and maintain four thousand,992.85,995.68,
NWA258,F1-1,two five eight down to four,996.04,997.61,
F1-1,AAL566,american five sixty six turn left heading three five zero,997.84,1000.27,
AAL566,F1-1,o k left turn three five zero american five sixty six what kind of speed you want,1001.07,1004.27,
F1-1,AAL566,ah american five sixty six two ten when able be fine,1004.51,1007.11,
AAL566,F1-1,o k two ten american five sixty six three five zero on the heading,1007.06,1009.74,
DAL358,F1-1,delta three fifty eight checking with you leaving six for five thousand,1010.95,1014.0,
F1-1,DAL358,delta three fifty eight boston approach thanks fly heading zero one zero,1014.16,1016.82,
DAL358,F1-1,o k zero one zero,1017.12,1018.16,
CFL83,F1-1,and care eighty three is checking in with you at one point five,1018.75,1021.31,
F1-1,CFL83,care eighty two,1021.67,1022.6,controller misstates aircraft id
CFL83,F1-1,ah we can use eighty two sir,1023.46,1024.83,
F1-1,CFL83,care eighty two correction care eighty three thank you fly heading three four zero,1027.99,1031.34,
CFL83,F1-1,three four zero for care eighty three,1031.53,1033.41,
F1-1,MID616,midway six sixteen turn right heading two three zero,1033.76,1035.92,
MID616,F1-1,two three zero midway six sixteen,1036.4,1037.99,
F1-1,NWA258,northwest two fifty eight turn left two nine zero intercept two seven localizer,1037.97,1041.48,
NWA258,F1-1,two ninety and intercept the localizer northwest two five eight,1042.65,1045.38,
MID616,F1-1,k two sixty on the ah heading two thousand feet then cleared for the approach to ah ripit a ah six sixteen,1058.38,1063.53,
F1-1,NWA258,northwest two fifty eight is two miles from loner heading two nine zero cross loner at three thousand or above cleared i l s d m e runway two seven approach maintain speed one ninety,1063.56,1070.69,
F1-1,AAL566,american five sixty six descend and maintain four thousand then reduce speed to one nine zero,1077.03,1080.99,
AAL566,F1-1,at four thousand then one ninety on the airspeed american five sixty six,1081.28,1084.3,
F1-1,DAL358,delta three fifty eight turn left heading three six zero,1098.57,1100.88,
DAL358,F1-1,left three six zero delta three fifty eight,1101.12,1103.75,
