from,to,text,time_start,time_end,comment
F1-1,GAA327,bizex three twenty seven boston approach fly heading one niner zero,5.54,7.97,
GAA327,F1-1,one niner zero bizex three twenty seven,8.05,10.31,
F1-1,GAA562,bizex five sixty two you have runway two seven in sight,14.78,16.98,
GAA527,F1-1,yes sir we do,17.43,18.38,
F1-1,GAA562,bizex five sixty two maintain ah a hundred and seventy knots till five d m e proceed inbound runway two seven,18.39,23.15,
GAA562,F1-1,okay one seventy till five inbound two seven five sixty two,23.85,26.57,
F1-1,GAA416,bizex four sixteen reduce speed to one five zero,26.69,28.63,
GAA416,F1-1,back to one fifty now bizex four sixteen,29.09,31.24,
SEC2,F1-1,one five zero security two,33.44,34.86,sounds like the controller said executive
F1-1,TWA436,t w a four thirty six heavy reduce speed to one seven zero turn right heading two four zero intercept the localizer,34.97,39.34,
TWA436,F1-1,ah one seventy on the speed say the heading,39.65,41.47,
F1-1,TWA436,two four zero intercept the localizer t w a four thirty six,41.55,44.12,
TWA436,F1-1,two seventy intercept the localizer t w a's four thirty six,44.15,46.86,
F1-1,NPE582,sundance five eighty two contact the tower one nineteen one,46.87,48.65,
NPE582,F1-1,sundance five eighty two,48.92,50.06,
F1-1,TWA436,and t w a four thirty six verify two four zero to intercept,50.09,52.74,
TWA436,F1-1,two four oh to intercept four thirty six,53.64,55.35,
F1-1,COA310,continental three ten reduce speed to one seven zero,55.42,57.21,
COA310,F1-1,continental three ten one seven zero,57.61,59.19,
F1-1,RYN672,ryan six seventy two descend to four thousand turn right heading one five zero,59.20,61.95,
F1-1,RYN672,ryan six seventy two reduce speed to one seven zero turn right heading one five zero over,64.57,68.08,
RYN672,F1-1,one seventy and one fifty ryan ah six seventy ah two,68.88,71.57,
F1-1,GAA562,bizex five sixty two contact the tower nineteen one,71.59,73.40,
GAA562,F1-1,nineteen one,73.57,74.17,
F1-1,GAA327,bizex three twenty seven three from wayne cross wayne three or above cleared i l s two two left approach hold short of two seven,74.47,78.94,
F1-1,GAA416,bizex four sixteen did you get an approach clearance yet,83.82,85.79,
GAA416,F1-1,four sixteen affirmative,85.85,87.20,
F1-1,GAA416,thank you,87.22,87.62,controller continued transmission to t w a four thirty six after thank you
F1-1,TWA436,t w a four thirty six descend to three thousand,87.60,89.37,
F1-1,COA310,continental three ten turn left heading two niner zero intercept the localizer,93.73,96.57,
COA310,F1-1,continental three ten two nine zero to intercept,96.95,99.08,
F1-1,TWA436,t w a four thirty six heavy three from loner cross loner three or above cleared i l s d m e two seven approach maintain one seven zero knots till ripit,100.65,106.72,
TWA436,F1-1,one seventy to ripit cleared approach two seven t w a four thirty six,107.12,109.96,
F1-1,RYN672,ryan six seventy two verify descending to four thousand,111.62,114.06,
RYN672,F1-1,all right we're going down,120.32,121.58,controller and pilot transmitting at the same time
F1-1,SEC2,security two tower nineteen one,124.36,126.71,
SEC2,F1-1,nineteen one morning security two,126.90,127.92,
DAL208,F1-1,approach delta two oh eight with you passing ah six thousand for five thousand,130.33,134.15,
F1-1,RYN672,ryan six seventy two turn right heading two two zero,134.16,136.16,
RYN672,F1-1,two twenty on the heading ryan six seventy two,136.85,138.56,
F1-1,DAL208,delta two zero eight boston approach fly heading three five zero,138.58,140.89,
DAL208,F1-1,three five zero delta two oh eight,141.09,142.70,
F1-1,COA310,continental three ten boeing seven twenty seven twelve o'clock six miles turning southwest bound descending through your altitude,145.35,150.01,
COA310,F1-1,continental three ten no joy,151.22,152.88,
F1-1,GAA327,bizex three twenty seven contact the tower one one nine point one,152.93,155.41,
GAA327,F1-1,three twenty seven good day,155.83,156.85,
F1-1,RYN672,ryan six seventy two descend and maintain three thousand turn right heading two four zero intercept the localizer runway twenty seven,157.12,161.70,
RYN672,F1-1,two forty and down to three ryan six seventy ah two and intercept the localizer,162.30,165.54,
NWA43,F1-1,northwest forty three heavy with you eight point three for ah six,166.55,169.38,
F1-1,NWA43,northwest forty three heavy boston approach reduce speed to two zero zero maintain five thousand,169.53,172.93,
NWA43,F1-1,two hundred we'll maintain five thousand northwest ah forty three heavy,173.41,176.69,
GAA416,F1-1,bizex four sixteen has the traffic ahead and the runway in sight,179.90,182.80,
F1-1,GAA416,bizex four sixteen roger contact the tower one one niner point one so long,182.81,185.75,
GAA416,F1-1,switching so long,185.76,186.69,
F1-1,RYN672,ryan six seventy two verify speed one seven zero,187.20,189.86,
RYN672,F1-1,yes sir one seventy,190.33,191.61,
F1-1,RYN672,thank you ryan six seventy two is four and a half from loner cross loner at three or above cleared i l s d m e two seven approach speed one seven zero until ripit,191.98,197.69,
RYN672,F1-1,we're cleared for the approach and one seventy till ripit ryan six seventy two,198.64,201.47,
F1-1,DAL208,delta two oh eight turn left heading three zero zero,201.56,203.42,
DAL208,F1-1,three zero zero delta two oh eight,203.64,205.29,
F1-1,GAA327,bizex three twenty seven contact the tower one one niner point one,209.57,212.08,
F1-1,COA310,continental three ten descend and maintain three thousand,214.61,217.16,
COA310,F1-1,continental three ten three thousand,217.55,219.18,
F1-1,DAL208,delta two zero eight descend and maintain four thousand intercept the localizer,219.26,222.06,
DAL208,F1-1,delta two oh eight down to four thousand to intercept the localizer,222.27,224.84,
DAL694,F1-1,boston delta six ninety four passing six point eight for six thousand,226.64,230.24,
F1-1,DAL694,delta six ninety four boston approach roger fly heading zero five zero,230.26,233.04,
DAL694,F1-1,zero five zero delta six nine four,233.58,236.37,
NWA47,F1-1,northwest forty seven heavy with golf slowing to two ten,242.89,246.07,
F1-1,NWA47,northwest forty seven heavy boston approach roger,246.19,247.90,
F1-1,NWA43,northwest forty three heavy reduce speed to one seven zero then maintain four thousand,248.75,252.09,
NWA43,F1-1,okay one seventy then maintain four northwest forty three heavy,252.50,255.41,
F1-1,TWA436,t w a four thirty six heavy contact the tower one one niner point one,258.09,260.96,
TWA436,F1-1,good day,261.78,262.27,
F1-1,DAL694,delta six ninety four descend and maintain three thousand,262.62,264.92,
DAL694,F1-1,out of six for three thousand delta six ninety four,265.76,268.92,
F1-1,COA310,continental three ten five from loner cross loner at three or above cleared i l s d m e two seven approach speed one seven zero until ripit,274.49,280.19,
COA310,F1-1,continental three ten loner at three or above ah one seventy till ripit cleared i l s two seven,281.20,287.14,
F1-1,DAL208,delta two oh eight reduce speed to one seven zero if i didn't tell you that already,287.44,290.06,
DAL208,F1-1,a hundred and seventy knots delta two oh eight,290.20,291.75,
