from,to,text,time_start,time_end,comment
DR2-1,MAC144,mac one four four turn left heading of one seven zero,90.11,93.20,
MAC144,DR2-1,left to one seven zero mac six zero one four four,93.64,96.22,
DR2-1,MAC144,mac one four four climb and maintain one seven thousand,127.89,131.02,
MAC144,DR2-1,up to one seven thousand mac six zero one four four,131.02,134.71,
DR2-1,MAC144,mac one four four i need a good rate out of eleven thousand soon as i get you above a cessna i can get you on course,184.85,189.97,
MAC144,DR2-1,one four four a good rate through eleven,189.97,192.09,
DR2-1,MAC144,mac one four four turn right heading two one zero join j sixty one,204.76,208.55,
MAC144,DR2-1,right turn to two one zero now we'd like to level off about one five if we could,208.68,213.33,
DR2-1,MAC144,okay ah mac one four four maintain one five thousand and make that request from the center for a final,214.01,219.31,
MAC144,DR2-1,one four four level off at one five,220.28,222.10,
DR2-1,MAC144,mac one four four washington center one three three point niner tell them you want to stay at fifteen,222.75,227.37,
MAC144,DR2-1,say frequency again for one four four,229.26,231.30,
DR2-1,MAC144,thirty three nine,231.34,232.28,
MAC144,DR2-1,thirty three nine one four four thanks,234.13,236.24,
DR2-1,N78F,cessna seven eight foxtrot washington center one three three point niner,236.35,240.07,
N78F,DR2-1,thirty three nine seven eight fox,240.65,242.03,pilot omitted ident prefix
DR2-2,N99KW,november nine nine kilo whiskey climb and maintain one seven thousand proceed direct daily resume own navigation,453.80,458.67,aircraft apparently on another frequency
TWA744,DR2-2,saint louis depart ah correction washington departure t w a seven forty four out of a thousand climbing to five,461.76,470.38,
DR2-2,TWA744,t w a seven forty four washington radar contact climb and maintain one seven thousand,470.72,474.76,
TWA744,DR2-2,up one seven thousand t w a seven forty four,475.56,479.81,
N55KM,DR2-2,and departure triple five kilo mike's with you out of four hundred for two thousand good afternoon,533.13,537.03,
DR2-2,N55KM,november five five five kilo mike washington radar contact maintain three thousand five hundred have on course in three miles,537.50,543.69,
N55KM,DR2-2,we're out of six for three point five kilo mike,543.66,546.10,aircraft apparently on another frequency
DR2-2,N99KW,nine nine kilo whiskey one three three point niner,577.97,580.78,controller omitted ident prefix; aircraft apparently on another frequency
DR2-2,TWA744,t w a seven forty four turn right heading one two zero intercept armel zero nine one resume own navigation expedite climb through one four thousand,617.73,627.02,
TWA744,DR2-2,all right sir right turn to one two zero for the armel zero nine one radial expedite through fourteen climbing to seventeen t w a seven forty four,628.09,637.79,
DR2-2,TWA744,t w a seven forty four traffic two o'clock one five miles southwest bound one zero thousand,688.08,693.03,
TWA744,DR2-2,all right sir we're looking ah we don't have him on the machine or visually yet,694.17,698.71,
DR2-2,N55KM,november five kilo mike resume own navigation say on course heading,698.70,702.46,
N55KM,DR2-2,sir we're victor one twenty three at this time,702.72,704.72,
DR2-2,TWA744,t w a seven forty four traffic now twelve o'clock seven miles southwest bound descending out of nine thousand three hundred,747.48,753.71,
TWA744,DR2-2,all right sir we're looking no joy,755.07,756.95,
DR2-2,TWA744,t w a seven forty four traffic no factor contact washington center on one three four point five,788.14,793.75,
TWA744,DR2-2,thirty four five t w a seven forty four good day sir,793.67,797.92,
N55KM,DR2-2,and washington any chance of five point five for kilo mike,815.71,819.33,
DR2-2,N55KM,five kilo mike climb and maintain five thousand five hundred,819.38,822.35,aircraft apparently on another frequency
N55KM,DR2-2,very good out of three point five for five point five kilo mike,822.58,825.58,pilot omitted ident prefix
DR2-2,N55KM,five kilo mike contact baltimore on one two four point five five good day,848.59,852.56,controller omitted ident prefix
N40MC,DR2-2,departure lear jet four four zero mike charlie with you eighteen hundred for two thousand,956.66,961.24,
DR2-2,N40MC,november four four zero mike charlie washington radar contact climb and maintain four thousand,961.66,967.21,
N40MC,DR2-2,climb to four thousand mike charlie,967.19,968.86,
N00AC,DR2-2,and departure king air four hundred alpha charlie's with you through seven hundred feet,986.21,989.72,
DR2-2,N40MC,four four zero mike charlie fly heading zero seven zero vector dulles final correction baltimore final,1006.42,1012.90,controller omitted ident prefix
N40MC,DR2-2,right to zero seven zero mike charlie,1013.33,1015.13,pilot omitted ident prefix
N00AC,DR2-2,departure king four hundred alpha charlie's out of one point five,1019.71,1022.90,
DR2-2,N00AC,four zero zero alpha charlie washington radar contact climb and maintain four thousand five hundred v f r,1024.39,1030.23,controller omitted ident prefix
N00AC,DR2-2,ah roger v f r to four thousand five hundred four hundred alpha charlie,1030.03,1034.17,pilot omitted ident prefix
N305,DR2-2,washington departure three zero five is with you going through three hundred,1037.58,1042.03,
DR2-2,N305,november three eight three zero five washington roger radar contact maintain two thousand five hundred,1042.15,1047.12,
N305,DR2-2,three zero five up to two point five,1046.72,1048.80,pilot omitted ident prefix
DR2-2,N40MC,lear four zero mike charlie contact baltimore on one one nine point seven,1061.51,1066.32,
N40MC,DR2-2,nineteen seven mike charlie,1066.52,1068.15,pilot omitted ident prefix
DR2-2,N00AC,four zero zero alpha charlie turn right heading zero eight zero traffic twelve o'clock ten miles southwest bound descending to two correction descending to five thousand,1069.45,1077.98,controller omitted ident prefix
N00AC,DR2-2,ah roger right to zero eight zero four hundred alpha charlie we'll be looking for that traffic,1077.34,1081.70,pilot omitted ident prefix
DAL1756,DR2-2,departure delta seventeen fifty six is with you out of one thousand climbing to five thousand,1114.70,1119.06,
DR2-2,DAL1756,delta seventeen fifty six washington radar contact climb and maintain flight level one nine zero,1119.08,1124.30,
DAL1756,DR2-2,climbing to one nine zero delta seventeen fifty six,1124.71,1126.97,
DR2-2,N00AC,november zero alpha charlie traffic no factor climb and maintain nine thousand five hundred,1147.03,1152.07,
N00AC,DR2-2,ah roger sir up to nine thousand five hundred four hundred alpha charlie,1153.27,1157.46,pilot omitted ident prefix
DR2-2,N305,november three eight three oh five resume own navigation contact andrews one one nine point three,1198.83,1203.68,
N37WH,DR2-2,departure good afternoon three seven whiskey hotel's with you we're out of two thousand feet on the way to five on the river,1209.98,1214.78,
DR2-2,N37WH,november three seven whiskey hotel washington radar contact climb and maintain one seven thousand,1214.83,1219.91,
N37WH,DR2-2,cleared to seventeen one seven thousand three seven whiskey hotel thank you,1220.05,1222.75,pilot omitted ident prefix
DR2-2,N00AC,november four zero zero alpha charlie turn right to heading one five zero vector from baltimore airspace,1239.30,1245.90,
N00AC,DR2-2,right to one five zero four hundred alpha charlie,1246.06,1248.62,pilot omitted ident prefix
DR2-2,DAL1756,delta seventeen fifty six turn right to heading zero seven zero intercept kenton two seven one radial resume own navigation,1251.53,1258.44,
DAL1756,DR2-2,delta seventeen fifty six right turn heading zero seven zero join the kenton two seven one degree radial our own navigation,1258.57,1265.47,
DR2-2,N00AC,november four zero zero alpha charlie baltimore's accepted the handoff resume own navigation and contact them now one two four point five five,1283.82,1291.83,
N00AC,DR2-2,roger resume own navigation and ah twenty four fifty five for four hundred alpha charlie good day,1292.03,1297.84,pilot omitted ident prefix
DR2-2,N37WH,november three seven ah whiskey hotel turn right heading one one zero,1301.26,1306.06,
N37WH,DR2-2,right turn heading one one zero three seven whiskey hotel,1306.18,1308.53,pilot omitted ident prefix
DR2-2,DAL1756,delta seventeen fifty six expedite climb through one four thousand,1308.73,1312.34,
DAL1756,DR2-2,expedite climb through one four thousand delta seventeen fifty six you need that by the two two zero degree of baltimore,1312.49,1319.03,
DR2-2,N37WH,november three seven whiskey hotel maintain present airspeed till advised overtaking traffic ahead two o'clock four miles,1320.04,1326.89,
N37WH,DR2-2,okay ah two hundred and fifty knots till advised three seven whiskey hotel we got that well we had the traffic in sight we're in the clouds now,1326.95,1332.63,
N51MK,DR2-2,ah washington it's king air eight five one mike kilo with you climbing for two,1335.32,1338.65,
DR2-2,N51MK,november eight five one mike kilo washington radar contact climb and maintain four thousand five hundred,1342.64,1347.92,
N51MK,DR2-2,one mike kilo on up to four thousand five hundred,1347.89,1350.73,pilot omitted ident prefix
DR2-2,N51MK,november one mike kilo turn left heading three six zero,1358.26,1362.18,
N51MK,DR2-2,three six zero for mike kilo,1362.84,1364.76,pilot omitted ident prefix
DR2-2,N37WH,november three seven whiskey hotel traffic no factor normal airspeed direct nottingham resume own navigation,1404.49,1410.66,
N37WH,DR2-2,okay normal airspeed direct nottingham flight plan three seven whiskey hotel thank you,1410.52,1414.15,pilot omitted ident prefix
DR2-2,DAL1756,delta seventeen fifty six contact washington center on one three four point five,1451.98,1457.10,
DAL1756,DR2-2,one three four point five delta seventeen fifty six good day,1457.35,1460.37,
N25GE,DR2-2,washington departure king air two five golf echo's out of twelve hundred heading zero six zero,1472.48,1477.21,
DR2-2,N25GE,november two five golf echo washington roger radar contact climb and maintain four thousand,1477.42,1482.39,
N25GE,DR2-2,up to four thousand golf echo,1482.39,1484.14,pilot omitted ident prefix
DR2-2,N51MK,november one mike kilo climb and maintain five thousand five hundred,1487.98,1492.25,
N51MK,DR2-2,okay one mike kilo on up to five thousand five hundred,1492.65,1495.40,pilot omitted ident prefix
DR2-2,N51MK,november one mike kilo contact baltimore on one two eight point seven resume own navigation,1495.92,1500.69,
N51MK,DR2-2,okay twenty eight point seven ah thanks a lot,1501.54,1504.65,
N37WH,DR2-2,and november three seven whiskey hotel's leveling one seven thousand,1512.46,1515.07,
DR2-2,N37WH,three seven whiskey hotel roger waiting on center to take the handoff,1515.11,1519.38,controller omitted ident prefix
N37WH,DR2-2,okay,1519.45,1520.16,
N11PH,DR2-2,washington approach skylane one one papa hotel,1521.19,1523.54,
DR2-2,N37WH,three seven whiskey hotel they've just now taken it call them one three three point nine good day they'll have higher for you in just a second,1529.33,1535.71,controller omitted ident prefix
