from,to,text,time_start,time_end,comment
LCW-1,CPL737,chaparral seven thirty seven regional tower runway one eight left taxi into position and hold,3.29,6.20,
CPL737,LCW-1,chaparral seven thirty seven,6.74,7.47,
LCW-1,CPL737,and chaparral seven thirty seven traffic ahead and to your right is going to cross one eighteen,7.61,10.96,
CPL737,LCW-1,seven three seven,11.75,12.41,
LCW-1,CPL754,chaparral seven fifty four cross one eight left at eighteen bridge contact ground point six five,12.88,17.20,
CPL754,LCW-1,cross the left chaparral seven fifty four,17.50,19.68,
AAL281,LCW-1,fort worth american two eighty one heavy ah we're about a mile outside of legre,39.22,42.90,
LCW-1,CPL737,chaparral seven thirty seven fly runway heading till advised runway one eight left cleared for takeoff,43.09,46.58,
CPL737,LCW-1,seven thirty seven,46.73,47.50,
LCW-1,AAL281,american two eighty one heavy regional tower traffic on a three mile final wind one five zero at six cleared to land runway one eight right,48.27,53.09,
AAL281,LCW-1,okay we're cleared to land runway one eight right,53.91,56.47,
LCW-1,UNK,and who called,65.35,66.10,
DAL1404,LCW-1,delta fourteen oh four position and hold one eight left,75.33,77.38,
LCW-1,CPL709,chaparral seven oh nine heading two seven zero contact departure,80.16,82.97,
CPL709,LCW-1,seven oh nine so long,83.65,84.62,
LCW-1,CPL709,so long,84.92,85.22,
LCW-1,DAL1404,delta fourteen oh four middle marker fly heading one eight five runway one eight left cleared for takeoff,98.57,101.91,
DAL1404,LCW-1,heading one eight five at the middle cleared to go one eight left delta fourteen oh four,102.27,105.48,
LCW-1,AAL602,american six zero two you on,106.30,107.55,
AAL602,LCW-1,yeah we're just coming up at legre,108.01,109.35,
LCW-1,AAL602,okay reduce to your approach speed,109.61,110.93,
AAL602,LCW-1,american six oh two,111.39,112.10,
LCW-1,AAL602,american six oh two regional tower caution wake turbulence from a heavy boeing seven six seven four mile final wind one six zero at five cleared to land runway ah one eight right,112.79,119.61,
AAL602,LCW-1,cleared to land one eight right and we're twelve out american six oh two,120.19,122.83,
LCW-1,AAL602,ah roger american six oh two reduce to your minimum approach speed,123.19,125.52,
AAL602,LCW-1,we're coming right on back,126.38,127.29,
LCW-1,CPL769,chaparral seven sixty nine regional tower turn left onto the runway abeam the wind sock taxi into position and hold runway one eight left traffic's going to cross behind you,127.67,133.88,
CPL769,LCW-1,seven sixty nine roger,134.58,135.81,
MTR932,LCW-1,nine thirty two,144.98,145.68,
LCW-1,CPL737,chaparral seven thirty seven heading two four zero now contact departure,146.33,149.27,
LCW-1,CPL737,good day,151.35,151.72,
CPL769,LCW-1,seven sixty nine roger cleared for takeoff,162.90,164.81,
LCW-1,AAL684,american six eighty four taxi south to thirty two hold short one eight left stay on this frequency,164.97,168.43,
AAL684,LCW-1,roger we're on this frequency we'll cross at two nine south of thirty two,169.03,172.11,
LCW-1,AAL1332,american thirteen thirty two regional tower runway one eight left taxi into position and hold,172.47,175.49,
AAL1332,LCW-1,position and hold one eight left american thirteen thirty two,175.79,178.06,
LCW-1,DAL1404,delta fourteen oh four contact departure heading one eight five,178.89,181.43,
DAL1404,LCW-1,delta fourteen oh four good day,184.10,185.27,
LCW-1,DAL1404,good day,185.49,185.78,
LCW-1,AAL684,american six eighty four ah you were supposed to go south to thirty two and hold short of one eight left,207.23,211.41,
LCW-1,AAL1332,american thirteen thirty two middle marker fly heading one eight five runway one eight left cleared for takeoff,226.12,229.61,
AAL1332,LCW-1,okay one eight five ah thirteen thirty two cleared to takeoff one eight left thank you,229.96,233.79,
LCW-1,CPL769,chaparral seven sixty nine that traffic crossing ah was supposed to hold short at thirty two,235.19,239.66,
CPL769,LCW-1,yeah i understand that seven sixty nine roger,239.96,241.88,
LCW-1,CPL769,all right contact departure,241.99,243.11,
CPL769,LCW-1,we'll see you,243.16,243.63,
LCW-1,AAL344,american three forty four regional tower runway one eight left taxi into position and hold,246.81,249.77,
AAL344,LCW-1,on and hold ah three four left american ah american thirteen ah three forty four,250.19,254.39,
AAL1406,LCW-1,tower american fourteen oh six we're seven miles out one eight right,274.72,278.06,
LCW-1,AAL344,american three forty four at the middle marker fly heading one eight five runway one eight left cleared for takeoff,280.25,284.69,
AAL344,LCW-1,one eight five at the ah middle marker american ah thirteen ah three forty four,285.37,289.68,
LCW-1,AAL1199,american eleven ninety nine regional tower taxi into portion and hold,290.45,293.57,
AAL1199,LCW-1,position and hold one eight left american eleven ninety nine,293.60,295.81,
LCW-1,AAL527,american five twenty seven regional tower traffic on a two mile final wind one five zero at six cleared to land runway one eight right,296.12,301.09,
AAL281,LCW-1,and american two eighty one we're clear of one eight right you want us on ground,303.19,305.67,
LCW-1,AAL281,american two eighty one heavy ah hold short of one eight left there at twenty nine,307.08,310.82,
AAL281,LCW-1,we're holding short,311.07,311.85,
AAL1406,LCW-1,fourteen 0h six with you,314.86,316.05,
LCW-1,AAL1332,american thirteen ah thirty two heading one eight five contact departure,320.73,323.87,
AAL1332,LCW-1,so long american thirteen thirty two,324.31,325.61,
AAL57,LCW-1,regional tower american five twenty seven just passing ah passing hasty for eighteen right,332.71,338.56,
LCW-1,AAL57,american five two seven regional tower traffic short final wind one four zero at six cleared to land runway one eight right,339.02,343.05,
AAL527,LCW-1,cleared to land eighteen right american five two seven,343.72,345.88,
LCW-1,AAL1199,american eleven ninety nine at middle marker fly heading one eight five runway one eight left cleared for takeoff,348.02,351.59,
AAL1199,LCW-1,got one eight left at the middle marker one eighty five american eleven ninety nine,352.62,355.52,
LCW-1,ASA443,asea four forty three regional tower runway one eight left taxi into position and hold,356.04,359.09,
ASA443,LCW-1,position and hold one eight left asea four forty three,359.43,361.42,
LCW-1,AAL1406,american fourteen oh six regional tower following traffic three mile final wind one forty at seven cleared to land runway ah one eight right,361.68,367.20,
AAL1406,LCW-1,cleared to land one eight right american fourteen oh six thank you,367.90,370.35,
CPL784,LCW-1,tower chaparral seven eighty four is eleven and a half d m e eighteen right,373.93,377.86,
LCW-1,AAL344,american three forty four contact departure,398.81,400.41,
AAL344,LCW-1,good day sir american three forty four we'll see you,400.65,403.13,
CPL784,LCW-1,tower chaparral seven eighty four is ten and a half for eighteen right,404.24,407.39,
LCW-1,CPL784,chaparral seven eighty four regional tower traffic at the marker wind one four zero at seven cleared to land runway one eight right,407.72,412.81,
CPL784,LCW-1,cleared to land eighteen right chaparral seven eighty four and what are we following,413.20,416.12,
LCW-1,CPL784,an m d eighty three ahead caution wake turbulence,416.60,418.66,
LCW-1,AAL281,american two eighty one heavy cross one eight left right turn outer contact ground point eight,418.74,422.38,
AAL281,LCW-1,american two eighty one heavy cross eighteen left,423.04,425.07,
LCW-1,AAL602,american six oh two taxi south to thirty two and hold short of one eight left,425.45,428.32,
AAL602,LCW-1,american six oh two,429.13,429.91,
LCW-1,AAL1199,american eleven ninety nine contact departure,430.39,432.18,
AAL1199,LCW-1,wilco american eleven ninety nine good day,432.40,433.73,
LCW-1,AAL1199,good day,433.81,434.10,
AAL694,LCW-1,american six ninety four thirteen out for the right,434.61,437.09,
AAL694,LCW-1,we'll reduce american six ninety four,443.19,444.97,
LCW-1,CPL794,chaparral seven ninety four reduce to your minimum approach speed,445.53,447.69,
CPL794,LCW-1,we can go as slow as one thirty if you need,448.67,450.12,
LCW-1,CPL794,ah yes sir that's fine,450.62,451.60,
LCW-1,AAL694,american six ninety four regional tower following traffic five ahead wind one four zero at seven cleared to land one eight right,452.31,457.77,
