from,to,text,time_start,time_end,comment
FW-1,DAL31,delta thirty one descend and maintain seven thousand now contact approach on one one niner point zero five,30.77,34.98,
DAL31,FW-1,nineteen oh five good day,35.27,36.29,
FW-1,DAL31,good day,36.29,36.54,
FW-1,AAL630,american six thirty two at five thousand reduce speed to two one zero and follow the d f w inbounds now i got new weather sky partially obscured and measured ceiling one thousand overcast visibility one and three quarter miles with fog wind one six zero at niner altimeter is two niner niner zero and the d f w inbounds that copied that ident please,36.57,55.26,
AAL694,FW-1,american six ninety four out of nine thousand five hundred for nine and we have foxtrot,60.99,66.69,
FW-1,AAL694,thanks american six ninety four did you get that new weather,66.85,68.95,
AAL694,FW-1,yes i sure did thank you,69.04,70.94,
FW-1,AAL694,thank you sir reduce your speed to two one zero american six ninety four depart ah boids heading one one zero,70.98,76.63,
AAL694,FW-1,okay ah slow to two ten one one zero off of boids,76.64,81.20,
FW-1,AAL694,thank you sir,81.21,81.48,
FW-1,AAL602,american six oh two approach on one three two point one,82.28,85.13,
AAL602,FW-1,american six oh two good bye,85.17,87.01,
FW-1,N4EK,falcon four echo kilo descend and maintain seven thousand good rate down please contact approach on one one niner point zero five,87.05,92.62,
N4EK,FW-1,nineteen zero five good rate to seven thousand four echo kilo good day,92.91,95.68,
FW-1,N4EK,good day,95.68,95.80,
FW-1,N992,okay falcon nine nine two turn left heading two seven zero,95.80,98.39,
N992,FW-1,two seven zero for nine nine two,99.18,101.26,
FW-1,AAL1274,american twelve seventy four reduce your speed to two one zero,101.55,103.85,
AAL1286,FW-1,regional approach american twelve eighty six we're out of eleven and a half for one one thousand and we have foxtrot,106.10,112.02,
FW-1,AAL1286,american twelve eighty six regional approach roger and ah new weather is on right now golf if you go ahead and pick that up and let me know when you have it,112.47,118.86,
AAL1286,FW-1,all right,119.37,119.98,
FW-1,AAL1406,american fourteen oh six descend and maintain five thousand and reduce speed to two one zero fly heading zero eight zero,122.48,125.82,
FW-1,AAL1406,okay american fourteen oh six descend and maintain five thousand fly heading zero eight zero,128.99,133.07,
AAL1406,FW-1,okay descend to five zero eight zero american fourteen oh six,133.52,136.29,
AAL694,FW-1,okay we have two ten and zero eight zero down to five thousand american six ninety four,145.21,150.04,
N992,FW-1,nine nine two two seventy on the heading and down to seven thousand,156.08,158.77,
FW-1,N992,thank you sir,159.16,159.54,
FW-1,AAL1274,american twelve seventy four reduce speed to two one zero traffic twelve o'clock four miles westbound at niner thousand for ten,159.56,164.11,
AAL1274,FW-1,okay we're slowing and looking for the traffic american ah twelve seventy four,164.48,167.92,
N4EK,FW-1,frequency again for four echo kilo,168.03,169.68,
FW-1,N4EK,you have love information uniform,169.68,171.03,
N4EK,FW-1,frequency again for four echo kilo,173.15,174.79,
FW-1,N4EK,four echo kilo ah stay with i'm sorry it's one one niner point zero five four echo kilo turn right heading zero six zero,175.13,180.75,
DAL199,FW-1,delta one ninety nine heavy ah one one thousand,183.43,185.55,
FW-1,N56F,okay two people cutting each other out five six foxtrot approach maintain six thousand join the bridgeport zero seven eight radial do you have uniform at love,187.52,193.85,
N56F,FW-1,yes i have uniform,194.48,195.63,
FW-1,N90A,okay king air nine zero alpha descend and maintain five thousand approach contact approach on one one niner point zero five,195.70,200.74,
FW-1,AAL694,and american six ninety four that's boids zero eight zero fly heading of one zero zero for now,205.37,210.40,
AAL694,FW-1,okay one zero zero for now and boids at ah zero eight zero sorry about that,211.49,215.97,
FW-1,AAL694,no problem,216.02,216.49,
FW-1,N992,falcon nine nine two descend and maintain five thousand,216.50,218.89,
N992,FW-1,nine nine two leaving ten for five,219.74,221.54,
DAL199,FW-1,delta one ninety nine heavy one one thousand,222.34,224.02,
FW-1,DAL199,delta ah one ninety nine heavy ah regional approach roger and reduce your speed to two one zero if you're not there depart refill heading two niner zero,224.80,231.54,
DAL199,FW-1,two nine zero off of refill we are at two hundred and ten knots,232.56,235.54,
FW-1,N992,falcon nine nine two fly heading three one zero now good rate down to five please contact approach one one eight point one,236.26,242.74,
N992,FW-1,okay one one eight point one down to five thousand we're giving you a good rate,244.20,247.51,
FW-1,N992,roger,247.57,247.81,
FW-1,AAL694,american six ninety four expect the i l s one eight right localizer is one one one point niner,248.07,251.87,
