from,to,text,time_start,time_end,comment
DR1-1,SWA317 ,southwest three seventeen contact departure one two four point two five,6.63,9.88,
SWA317,DR1-1 ,twenty four twenty five southwest three seventeen so long,11.26,13.88,
DR1-1,SWA317 ,so long,14.02,14.43,
SWA17,DR1-1 ,good morning regional southwest seventeen is with you out of one point four for five runway heading,79.10,83.09,
DR1-1,SWA17 ,southwest seventeen regional departure radar contact,84.01,86.65,
DR1-1,SWA17 ,southwest seventeen squawk two three three seven,107.04,110.72,
SWA17,DR1-1 ,two three three seven southwest seventeen,111.11,113.18,
DR1-1,UNK ,and who called off d f w,114.05,115.54,
DR1-1,UAL651 ,thanks united six fifty one i'm not receiving your transponder squawk two three zero four radar contact,122.12,127.29,transmission to dr two aircraft
DR1-1,SWA17 ,southwest seventeen fly runway heading maintain five thousand i'll have ah left turn for you in just a moment traffic two o'clock high south bound just leaving ten four for nine,130.65,138.67,
SWA17,DR1-1 ,ah we've got that traffic in sight and we're runway heading level er going to five thousand for southwest seventeen,139.10,144.92,
DR1-1,SWA17 ,i'm just waiting for him to turn a little bit further south and he's going to descend behind you,145.31,148.66,
SWA17,DR1-1 ,okay great,148.84,149.80,
DR1-1,UAL651 ,i've got your transponder now united six fifty one verify altitude,151.34,154.37,
DR1-1,UAL651 ,thanks united six fifty one climb and maintain one seven thousand when able direct ardmore,157.66,161.71,transmission to dr two aircraft
USA1294,DR1-1 ,u s air twelve ninety four eighteen for ten,164.01,166.76,
DR1-1,SWA17 ,southwest seventeen turn left heading two three zero climb and maintain one seven thousand traffic behind you now,166.92,171.59,
SWA17,DR1-1 ,two three zero left turn one seven thousand for southwest seventeen thank you maam,171.74,175.86,
USA1294,DR1-1 ,seventeen thousand twelve ninety four,180.41,182.12,
DR1-1,SWA17 ,southwest seventeen turn left heading one seven zero,200.54,203.16,
SWA17,DR1-1 ,one seven zero southwest seventeen,203.35,205.41,
DR1-1,USA1294 ,u s air twelve ninety four turn right heading one zero zero join the d f w zero seven eight radial and resume the sid,235.90,241.25,
USA1294,DR1-1 ,right turn hundred degrees zero seven eight twelve ninety four,241.90,245.44,
DR1-1,SWA17 ,southwest seventeen you might still see that traffic over there about ah nine thirty ten o'clock to you four miles southbound just leaving fifty seven hundred,249.89,257.19,
SWA17,DR1-1 ,yes maam we've got him in sight,257.45,259.00,
DR1-1,SWA17 ,okay,259.16,259.65,
DR1-1,SWA17 ,southwest seventeen fly heading one five five,266.01,268.90,
SWA17,DR1-1 ,one five five southwest seventeen,269.16,271.08,
DR1-1,UAL651 ,united six fifty one contact fort worth center one three four point one five,271.42,275.34,
DR1-1,UAL651 ,so long,278.07,278.78,transmission to dr two aircraft
DR1-1,SWA17 ,southwest seventeen contact fort worth center one three three point three,351.32,354.80,
SWA17,DR1-1 ,thirty three three good bye southwest seventeen,355.29,357.42,
DR1-1,SWA17 ,good bye,357.54,358.15,
DR1-2,USA1294 ,u s air twelve ninety four contact fort worth center one three two point eight five maintain one seven thousand,412.97,417.38,
USA1294,DR1-2 ,three two eight five twelve ninety four,417.56,420.02,
DR1-2,N1HP ,one hotel papa regional departure radar contact climb and maintain one seven thousand,498.32,502.71,
N1HP,DR1-2 ,roger one seven thousand hotel papa,503.26,505.35,weak transmission
DAL784,DR1-2 ,departure control delta seven eighty four is with you out of twenty five hundred climbing to ten,535.44,539.04,
DR1-2,DAL784 ,delta seven eighty four regional departure radar contact,539.51,541.42,
DR1-2,COA225 ,continental two twenty five regional departure radar contact,613.43,615.89,transmission to dr two aircraft
DR1-2,BIRD1 ,bird one ah traffic eleven o'clock two eastbound out of eleven thousand i'll have higher for you shortly say your heading again,618.94,625.49,
DR1-2,BIRD1 ,thank you,630.31,630.88,best interpretation of call sign is bird
DR1-2,BIRD1 ,you got that traffic there at twelve o'clock bird one,633.12,635.27,
DR1-2,DAL784 ,american ah er delta seven eighty four turn right zero nine zero,642.93,645.72,
DAL784,DR1-2 ,zero nine zero delta seven eighty four,645.88,647.85,
DR1-2,BIRD1 ,bird one climb and maintain flight level two three zero,656.21,658.85,transmission to dr two aircraft
DR1-2,BIRD1 ,bird one turn ah right proceed d f w then track the d f w zero nine zero radial outbound,664.97,669.87,transmission to dr two aircraft
DR1-2,N1HP ,lear one hotel papa contact fort worth center one three four fifteen good day,677.21,680.40,
DR1-2,COA225 ,continental two twenty five climb and maintain one seven thousand,682.27,685.12,transmission to dr two aircraft
DR1-2,BIRD1 ,bird one contact fort worth center three niner seven point niner,716.33,721.21,
DR1-2,BIRD1 ,and ah bird ah one that is ah correct three niner seven point niner,728.12,734.00,transmission to dr two aircraft
DR1-2,DAL784 ,delta seven eighty four traffic twelve o'clock six southwest bound at one one thousand,740.06,743.51,
DR1-2,COA225 ,continental two twenty five maintain one seven thousand contact fort worth center one three four point one five,771.20,775.66,
DR1-2,COA225 ,good bye,779.34,780.25,transmission to dr two aircraft
DR1-2,DAL784 ,delta seven eighty four climb and maintain one seven thousand join the sixty seven radial off of d f w resume the sid,829.80,835.13,
DAL784,DR1-2 ,delta seven eighty four up to seventeen thousand feet we will ah join the dallas seven departure,835.41,841.96,
DR1-2,DAL784 ,delta seven eight four contact fort worth center on three two point eight five,917.14,920.56,
DAL784,DR1-2 ,thirty two eighty five delta seven eighty four,920.84,923.14,
DAL508,DR1-2 ,regional departure delta five zero eight is with you we're passing one for one zero thousand,1205.20,1209.08,
DR1-2,DAL508 ,delta five zero eight regional departure radar contact,1213.41,1215.94,
DR1-2,DAL508 ,delta five zero eight turn right zero eight zero join the d f w zero six seven radial resume sid,1289.44,1294.23,
DAL508,DR1-2 ,delta five zero eight right to zero eight zero and join the zero six seven,1294.93,1298.07,
DR1-2,DAL508 ,ah delta five oh eight you can just turn right zero eight zero disregard joining that radial,1301.39,1305.75,
DAL508,DR1-2 ,okay delta five zero eight right turn to ah zero eight zero,1306.15,1309.27,
DR1-2,SWA209 ,southwest two oh nine regional departure radar contact fly runway heading maintain five for now,1309.36,1313.11,transmission to dr two aircraft
DR1-2,SWA209 ,southwest two oh nine turn left heading of two seven zero climb and maintain ah one seven thousand,1354.82,1359.58,transmission to dr two aircraft
DR1-2,DAL508 ,delta five zero eight traffic at ah ten o'clock eight miles southwest bound one one thousand,1391.60,1396.23,
DAL508,DR1-2 ,delta five zero eight roger,1396.88,1398.28,
DR1-2,SWA209 ,southwest two oh nine turn left heading of one niner zero,1417.89,1420.70,transmission to dr two aircraft
DR1-2,DAL508 ,delta five zero eight turn right one zero zero join the d f w zero seven eight radial resume sid climb and maintain one seven thousand,1466.72,1472.57,
DAL508,DR1-2 ,delta five zero eight right to one zero zero and join the sid climbing to one seven thousand,1473.95,1478.12,weak transmission
DR1-2,AAL1423 ,american fourteen twenty three regional departure radar contact climb and maintain one seven thousand,1484.82,1488.50,transmission to dr two aircraft
N8NB,DR1-2 ,ah departure citation seven six eight november bravo is climbing through one thousand for five thousand,1497.80,1502.83,
DR1-2,N8NB ,citation ah seven six eight november bravo regional departure radar contact and ah fly runway heading maintain five for now,1504.56,1512.74,
N8NB,DR1-2 ,eight november bravo roger runway heading and five thousand,1512.77,1515.79,
DR1-2,DAL508 ,delta five oh eight contact fort worth center one three two point eight five,1516.33,1519.38,
DAL508,DR1-2 ,thirty two eighty five delta five zero eight,1520.10,1523.39,
N8NB,DR1-2 ,ah departure eight n b want to verify you want us to continue on runway heading and not turn at the five d m e,1528.53,1533.92,
DR1-2,N8NB ,citation six eight november bravo affirmative and i need you to give me a better rate of climb if you can do so,1534.01,1538.83,
N8NB,DR1-2 ,yes sir we'll give you our best rate of climb,1538.95,1540.75,
DR1-2,N8NB ,thank you,1540.84,1541.80,
DR1-2,SWA209 ,delta ah southwest two oh nine contact fort worth center one three three point three see y'all,1541.85,1546.85,transmission to dr two aircraft
DR1-2,N8NB ,citation seven six eight november bravo climb and maintain ah one seven thousand turn left two six zero,1555.08,1561.15,
N8NB,DR1-2 ,one seven thousand two six zero on the heading ah eight n b,1561.24,1564.41,
SWA159,DR1-2 ,departure southwest one fifty nine out of two thousand for five thousand,1566.75,1569.57,
DR1-2,SWA159 ,southwest one fifty nine regional departure radar contact,1572.56,1574.92,
DR1-2,MEP305 ,midex three oh five regional departure radar contact climb and maintain one seven thousand midex three oh five,1576.51,1580.85,transmission to dr two aircraft
DR1-2,SWA159 ,southwest one fifty nine do not exceed two hundred and thirty knots,1600.87,1604.88,
SWA159,DR1-2 ,two hundred and thirty knots one fifty nine,1605.21,1606.82,weak transmission
