from,to,text,time_start,time_end,comment
LC-1,USA867,cross runway three three then ground point seven,2.33,4.93,
USA867,LC-1,okay cleared to cross three three u s air eight six seven,5.28,7.53,
LC-1,AAL301,american three zero one runway three six taxi position and hold traffic departing runway three three,7.63,11.50,
AAL301,LC-1,three zero one will position and hold american three zero one,11.74,14.26,
N55DW,LC-1,washington tower citabria triple five delta whiskey,16.64,19.30,
N55DW,LC-1,washington tower five delta whiskey,32.18,34.48,pilot omitted ident prefix
LC-1,HNA4334,henson forty three thirty four fly heading two eight zero maintain four thousand runway three three cleared for takeoff,36.42,41.86,
HNA4334,LC-1,two eighty four thousand cleared to go henson forty three thirty four,42.25,45.40,
LC-1,UAL611,united six eleven contact departure good day,46.17,48.11,
UAL611,LC-1,good day united six eleven,48.20,49.71,
N55DW,LC-1,washington tower five delta whiskey,55.06,57.34,pilot omitted ident prefix
LC-1,AAL301,american three zero one runway three six cleared for takeoff,78.64,81.13,
AAL301,LC-1,cleared takeoff three six american three oh one,81.57,83.48,
LC-1,MEX402,midex four zero six correction four zero two runway three six taxi in position and hold,83.52,87.40,
MEX402,LC-1,midex four zero two position and hold three six,87.49,89.56,
LC-1,HNA4334,henson forty three thirty four contact departure,96.12,98.07,
HNA4334,LC-1,forty three thirty four so long,98.95,100.40,pilot omitted ident prefix
LC-1,CON2,condor two tower,101.58,102.77,
LC-1,CON2,condor two roger frequency change approved,108.83,110.60,aircraft apparently on another frequency
LC-1,MEX402,midex four zero two runway three six wind calm cleared for takeoff,162.38,165.01,instructor transmitting
MEX402,LC-1,midex four oh two is on the roll,166.84,167.92,
LC-1,AAL301,american three zero one contact departure,168.25,169.93,
AAL301,LC-1,so long,170.09,170.53,
LC-1,COA427,continental four twenty seven runway three six taxi in position and hold,170.93,173.65,
COA427,LC-1,position and hold three six continental four twenty seven,173.68,175.65,
NWA1859,LC-1,northwest eighteen fifty nine on a visual to three six,178.04,180.61,
LC-1,NWA1859,northwest eighteen fifty nine washington tower roger runway three six continue wind calm,180.96,184.51,
NWA1859,LC-1,roger,185.33,185.96,
N55DW,LC-1,washington tower citabria triple five delta whiskey,207.40,210.38,
LC-1,MEX402,midex four zero two contact departure,220.68,222.35,trainee transmitting
MEX402,LC-1,midex four zero two,223.13,224.11,
LC-1,COA427,continental four twenty seven runway three six cleared for takeoff traffic's on a four mile final,226.27,230.36,
COA427,LC-1,cleared for takeoff three six continental four twenty seven,230.49,232.40,
N55DW,LC-1,washington tower citabria triple five delta whiskey,235.73,238.81,
DAL1751,LC-1,delta seventeen fifty one is with you on six mile final,251.67,254.18,
LC-1,NWA1859,northwest eighteen fifty nine runway three six cleared to land wind calm,254.86,257.83,
NWA1859,LC-1,northwest eighteen fifty nine cleared to land,258.31,260.26,
