from,to,text,time_start,time_end,comment
SM-1,BTA3850,jet link thirty eight fifty descend and maintain four thousand,29.46,32.37,
SM-1,BTA3850,that for jet link thirty eight fifty,34.2,35.43,
SM-1,BTA3850,jet link thirty eight fifty affirmative descend and maintain four thousand,36.12,39.62,
BTA3850,SM-1,okay out of six for four thirty eight fifty,39.65,41.62,
SM-1,BTA3850,jet link thirty eight fifty contact approach one one eight point ah correction one two six point five,74.63,80.95,
BTA3850,SM-1,one two six point five jet link thirty eight fifty,81.31,83.28,
N30N,SM-1,boston approach centurion six three three zero november fifty fifty three hundred descending four thousand,306.46,312.9,
SM-1,N30N,centurion six three three zero november boston approach good morning expect lower altitude in five miles also expect visual approach ah to the marshfield airport no available weather boston altimeter three zero one five,313.19,324.11,
N30N,SM-1,three zero november copy,324.34,326.04,
SM-1,N30N,centurion three no three zero november descend and maintain one thousand five hundred and ah you can call me in the air on one two zero point six,399.94,406.83,
N30N,SM-1,okay one two zero point six down to fifteen hundred three zero november thank you,406.89,411.16,
SM-1,N30N,and centurion three zero november report the airport for the visual approach,411.44,414.91,
N30N,SM-1,three zero november,415.02,416.2,
SM-1,USA463,u s air lifeguard four sixty three boston approach climb and maintain one four thousand,444.56,448.8,
USA463,SM-1,one four thousand now for lifeguard four sixty three,449.51,451.79,
SM-1,N30N,centurion three zero november turn right heading two three zero,480.38,483.36,
N30N,SM-1,two three zero three zero november,483.67,485.66,
N30N,SM-1,three zero november looking still pretty hazy up here,518.13,520.98,
SM-1,USA463,u s air four sixty three turn right heading two one zero contact boston center one three two point niner good day sir,536.55,542.3,
N30N,SM-1,ah three zero november ah i believe i have it,561.48,564.36,
SM-1,N30N,centurion three zero november roger advise when you do have the airport in sight,565.0,568.44,
N30N,SM-1,what are the winds at boston please,575.96,577.83,
SM-1,N30N,centurion three zero november say again,579.72,581.13,
N30N,SM-1,yeah what are the winds at boston for three zero november,581.53,584.32,
SM-1,N30N,boston wind is two six zero at one zero,584.48,587.04,
N30N,SM-1,okay thank you,587.26,589.38,
SM-1,N30N,centurion three zero november cancellation received squawk one two zero zero radar service service terminated frequency changed approved again ah this frequency you can depart v f r for your ah i f r clearance,607.51,617.53,
N30N,SM-1,three zero november thank you very much for your help,618.08,620.28,
UPS2015,SM-1,good morning boston u p s twenty fifteen with you climbing out of four point seven for one zero thousand,730.47,735.3,
SM-1,UPS2015,u p s twenty fifteen boston approach good morning climb and maintain one four thousand do not exceed two five zero knots,735.38,741.17,
UPS2015,SM-1,one four thousand two hundred and fifty knots u p s ah twenty fifteen,741.81,745.15,
SM-1,UPS2015,u p s twenty fifteen heavy turn right heading two one zero contact boston center one three two point niner good day,814.59,820.35,
UPS2015,SM-1,ah roger one thirty two point nine turning right to two one zero u p s twenty fifteen good day,821.08,825.84,
SM-1,GAA322,bizex three twenty two boston approach roger fly heading three six zero vector runway two seven boston altimeter three zero one five,831.35,837.7,
GAA322,SM-1,okay three zero one five and three sixty is the heading for ah three three you say,838.13,843.1,
SM-1,GAA322,bizex three twenty two runway three three is not available this morning,845.07,847.85,
GAA322,SM-1,roger,847.9,848.7,
GAA451,SM-1,boston bizex four fifty one is with you level six thousand information xray,893.02,897.14,
SM-1,GAA451,bizex four fifty one boston approach good morning fly heading three six zero vector runway two seven boston altimeter three zero one five,897.43,903.66,
GAA451,SM-1,three zero one five and ah three six zero on the heading bizex four fifty one,904.19,908.37,
USA1423,SM-1,approach u s air fourteen twenty three is with you out of five two for one zero thousand,924.49,929.12,
SM-1,USA1423,u s air fourteen twenty three boston approach good morning climb and maintain one four thousand do not exceed two five zero knots,930.11,935.79,
USA1423,SM-1,good morning one four thousand two fifty on the speed fourteen twenty three,936.44,940.29,
SM-1,USA1423,u s air fourteen twenty three turn right heading two one zero contact boston center one three two point niner good day,1000.73,1006.87,
USA1423,SM-1,two one zero thirty two nine for fourteen twenty three so long,1007.33,1010.88,
SM-1,GAA451,bizex four fifty one descend and maintain four thousand,1063.88,1066.88,
GAA451,SM-1,four thousand bizex four fifty one,1067.48,1069.34,
SM-1,GAA322,bizex three twenty two contact approach one two six point five good day,1085.93,1089.78,
GAA322,SM-1,twenty six five good day,1089.85,1090.99,
SM-1,GAA451,bizex four fifty one descend and maintain four thousand,1128.57,1131.94,
SM-1,GAA451,bizex four fifty one contact approach one two six point five,1169.03,1172.62,
GAA451,SM-1,two six point five four fifty one,1172.95,1174.86,
SM-1,AAL531,american five thirty one boston approach climb and maintain one four thousand do not exceed two five zero knots,1330.43,1335.59,
AAL531,SM-1,cleared to one four thousand two hundred and fifty knots american five thirty one,1336.73,1340.5,
N89R,SM-1,boston approach ah cherokee four two eight nine romeo with you level four thousand five hundred,1349.2,1353.75,
N89R,SM-1,eight nine romeo looking,1361.38,1362.86,
SM-1,N89R,cherokee eight niner romeo roger boston altimeter is three zero one six,1366.65,1370.2,
N89R,SM-1,three zero one six eight nine romeo,1370.89,1372.71,
SM-1,AAL531,american five thirty one turn right heading two one zero contact boston center one three two point niner,1397.99,1403.75,
AAL531,SM-1,two one zero one three two point niner good day,1404.28,1407.5,
SM-1,N89R,cherokee eight niner romeo traffic no factor,1432.61,1434.49,
N89R,SM-1,eight nine romeo,1435.06,1436.11,
TPS1170,SM-1,hello boston approach trump eleven seventy is ah one one thousand with information,1552.99,1557.5,
SM-1,TPS1170,trump eleven seventy boston approach good morning fly heading zero six zero vector runway two seven boston altimeter three zero one six,1557.59,1564.06,
SM-1,CPR102,corporate air one zero two boston approach roger contact approach on one two seven point two,1579.67,1584.28,
CPR102,SM-1,twenty seven two,1584.62,1585.54,
DAL211,SM-1,good morning boston approach delta two eleven heavy at ah one one thousand with yankee,1636.51,1641.64,
SM-1,DAL211,delta two eleven heavy boston approach good morning depart providence heading zero six zero vector runway two seven boston altimeter three zero one six,1641.83,1648.75,
DAL211,SM-1,three zero one six and ah zero six zero off providence,1649.37,1652.45,
NERA3753,SM-1,boston approach nera thirty seven fifty three out of four for five,1672.42,1675.62,
SM-1,NERA3753,nera thirty seven fifty three boston approach roger when able proceed direct nantucket,1677.63,1681.06,
SM-1,N89R,cherokee eight niner romeo atis information alpha is current at norwood runway two eight is in use advise when you have the airport,1684.67,1689.96,
N89R,SM-1,ah eight nine romeo has alpha looking for the field,1690.64,1693.26,
SM-1,TPS1170,trump eleven seventy descend and maintain six thousand,1726.09,1728.97,
TPS1170,SM-1,trump eleven seventy out of eleven for six thousand,1729.56,1732.03,
N89R,SM-1,and eight nine romeo has the field in sight,1734.84,1736.87,
