from,to,text,time_start,time_end,comment
DR3-1,DAL455 ,delta four fifty five traffic one to two o'clock three miles southwest southeast bound one one thousand,48.69,54.02,
DAL455,DR3-1 ,yeah we got him and the guy in trail about four miles,54.42,56.62,
DR3-1,DAL455 ,thank you sir,56.82,57.68,
DR3-1,DAL455 ,delta four fifty five turn left heading two four five intercept the d f w two six two radial resume the sid,87.91,93.22,
DAL455,DR3-1 ,left two forty five to intercept the two ah sixty two delta four fifty five wilco,93.70,98.13,
DAL1735,DR3-1 ,delta seventeen thirty five with you out of two thousand,99.15,101.56,
DR3-1,DAL1735 ,delta seventeen thirty five regional departure radar contact climb and maintain one zero thousand,101.88,105.64,
DAL1735,DR3-1 ,up to one zero thousand delta seventeen thirty five,105.72,107.96,
DR3-1,DAL455 ,delta four fifty five climb and maintain one seven thousand,133.56,136.49,
DAL455,DR3-1 ,out of ten for seventeen delta four fifty five,136.61,138.81,
DR3-1,DAL1735 ,delta seventeen thirty five turn left heading two six zero intercept the d f w two seven four radial resume the sid,168.37,173.84,
DAL1735,DR3-1 ,two six zero to intercept and resume the sid delta seventeen thirty five,174.00,178.29,
DR3-1,DAL455 ,delta four fifty five contact fort worth center one two seven point zero good day,179.45,183.34,
DAL455,DR3-1 ,twenty seven and nothing delta four fifty five good day,183.68,185.96,
DR3-1,DAL1735 ,delta seventeen thirty five traffic one o'clock four miles southeast bound one one thousand,252.34,257.11,
DAL1735,DR3-1 ,delta seventeen thirty five looking no joy ah we got him,258.65,262.41,
DR3-1,DAL1735 ,roger,262.61,263.16,
DAL641,DR3-1 ,delta six forty one one point six for one zero thousand,268.26,271.16,
DR3-1,DAL641 ,delta six forty one is that correct,272.25,274.43,
DAL641,DR3-1 ,that's correct delta six forty one,274.91,276.75,
DR3-1,DAL641 ,delta six forty one regional departure radar contact,277.15,279.88,
SWA34,DR3-1 ,regional departure southwest thirty four four thousand for eight thousand,314.97,318.18,
DR3-1,SWA34 ,southwest thirty four regional departure roger,319.44,321.46,
DR3-1,DAL641 ,delta six forty one turn left heading two six zero,333.84,336.58,
DAL641,DR3-1 ,left to two six zero delta six forty one,337.40,339.55,
DR3-1,SWA34 ,southwest thirty four climb and maintain one seven thousand,347.52,350.56,
SWA34,DR3-1 ,southwest thirty four up to one seven thousand,351.12,353.63,
DR3-1,DAL1735 ,delta seventeen thirty five climb and maintain one seven thousand contact fort worth center one two seven point zero,386.99,392.50,
DAL1735,DR3-1 ,seventeen thousand one two seven point zero delta seventeen thirty five adios,393.18,398.73,
DR3-1,DAL1735 ,good day,398.84,399.54,
DR3-1,DAL641 ,delta six forty one traffic twelve o'clock three miles southeast bound one one thousand,404.55,408.77,
DAL641,DR3-1 ,delta six forty one we're looking,409.41,411.57,
