from,to,text,time_start,time_end,comment
F1,AAL1578,american fifteen seventy eight turn left heading zero four zero join the localizer,23.27,27.09,
AAL1578,F1,forty degrees join the localizer american fifteen seventy eight,27.60,30.39,
F1,AAL1578,american fifteen seventy eight is one five miles from oxonn cleared i l s runway three six approach maintain one seven zero knots till oxonn,48.00,54.27,
AAL1578,F1,cleared approach one seventy till oxonn american fifteen seventy eight,54.68,57.95,
SWIFT91,F1,washington approach swift niner one passing one zero thousand for eight thousand information victor,62.11,65.86,
F1,SWIFT91,swift ninety one washington approach depart armel direct to andrews,66.06,68.98,
SWIFT91,F1,depart armel direct to andrews swift ninety one,70.09,71.67,
F1,RBD746,redbird seven forty six fly heading zero four zero to join the localizer descend and maintain four thousand,71.93,76.54,
RBD746,F1,zero four zero and down to four join the localizer seven forty six,77.28,80.76,
F1,RBD746,redbird seven forty six reduce to one seven zero knots,161.63,164.46,
RBD746,F1,back to one seventy seven forty six,165.17,167.32,
F1,JEX2722,jetex twenty seven twenty two contact the tower on one one niner point one,169.33,173.18,
F1,RBD746,i need the speed as soon as you can give it to me now redbird seven forty six,186.52,189.77,
F1,RBD746,redbird seven forty six you copy,196.07,197.73,
RBD746,F1,ah say again on descent,199.45,200.47,
F1,RBD746,okay stop your descent and give me the speed please,201.77,203.73,
RBD746,F1,okay we'll ah stop our descent and slow it right down,204.59,207.44,
RBD746,F1,ah redbird seven forty six ah we're back to one sixty you want us to continue descent,229.15,233.07,
F1,RBD746,maintain one seven zero knots redbird seven forty six and you can continue descent and maintain two thousand five hundred,233.26,238.35,
RBD746,F1,okay ah one seventy two point five,238.80,240.92,
F1,N9TD,king air niner tango delta contact the tower one one niner point one,243.97,247.25,
N9TD,F1,nineteen one tango delta,247.72,248.92,
AAL236,F1,washington approach good morning american two thirty six one one thousand,267.68,271.29,
F1,AAL236,american two thirty six washington approach verify assigned altitude,272.15,275.48,
AAL236,F1,yeah we're ah ah descending out of ten point eight for eight thousand,276.28,281.54,
F1,AAL236,american ah two thirty six roger information victor is current depart armel direct washington,281.82,286.11,
AAL236,F1,ah we have victor ah direct ah out of armel direct washington american two thirty six,288.25,292.98,
F1,RBD746,redbird seven forty six is one six miles from oxonn cleared i l s runway three six approach,294.49,299.13,
RBD746,F1,cleared i l s ah thirty six seven forty six,299.65,302.36,
F1,RBD746,you are intercepting the localizer is that correct,302.57,304.30,
RBD746,F1,yeah we're right on it now,304.68,305.74,
F1,SWIFT91,swift ninety one descend and maintain five thousand turn right heading one niner zero,373.53,377.51,
SWIFT91,F1,down to five thousand heading one nine zero swift ah one nine zero swift ah ninety one,378.68,383.17,
