from,to,text,time_start,time_end,comment
F2-1,UNK1546,u s air fifteen forty six descend and maintain five thousand,8.12781,10.91719,
F2-1,USA1528,u s air fifteen twenty eight descend and maintain one one thousand,13.79748,16.60126,
F2-1,TWA500,t w a five hundred descend and maintain one six thousand,20.77318,23.13591,neither of these aircraft are on this frequency
F2-1,MID2721,midex twenty seven twenty one turn left heading one niner zero,29.10216,31.41089,
MID2721,F2-1,left turn to one ninety twenty seven twenty one airport in sight,31.58641,34.05716,
F2-1,MID2721,midex twenty seven twenty one roger,37.18812,38.70027,
F2-1,DAL728,delta seven twenty eight washington approach roger washington altimeter three zero one eight,43.74977,47.23312,aircraft not on frequency
F2-1,USA1528,u s air fifteen twenty eight turn right heading zero five zero,49.69037,52.05175,
F2-1,NWA987,northwest nine eighty seven descend and maintain seven thousand,57.49280,59.81503,
NWA987,F2-1,down to seven thousand northwest nine eighty seven,60.40909,62.83933,
F2-1,DAL728,delta seven twenty eight turn right heading zero correction fly heading zero one zero at one five thousand reduce speed to two five zero knots,64.51215,70.42574,
F2-1,MID2721,midex twenty seven twenty one contact washington approach one one niner point eight five,74.58416,78.41719,
MID2721,F2-1,nineteen eighty five twenty seven twenty one so long,79.14626,81.11746,
F2-1,NWA987,northwest nine eighty ah disregard,82.53510,84.29028,
F2-1,HNA4334,henson forty three thirty four turn left heading two four zero,87.84113,90.90594,aircraft not on frequency
F2-1,HNA4334,henson forty three thirty four contact washington approach one one niner point eight five,100.73357,104.22907,
USA155,F2-1,washington approach u s air one fifty five with ah papa ten thousand,114.43610,118.05311,
F2-1,NWA987,northwest nine eighty seven turn left heading two seven zero,121.72547,124.15572,
NWA987,F2-1,two seven zero heading northwest nine eighty seven,124.65527,126.93700,
F2-1,USA1546,u s air fifteen forty six turn right heading zero seven zero contact baltimore approach one one niner point seven,127.11251,131.93250,
F2-1,USA1528,u s air fifteen twenty eight descend and maintain seven thousand,136.58911,139.15436,
F2-1,DAL728,delta seven twenty eight descend and maintain one two thousand,142.89424,145.48515,
F2-1,USA1806,u s air eighteen zero six washington approach,148.76598,150.69667,
F2-1,USA1806,u s air eighteen zero six reduce speed to two five zero knots fly heading zero one zero,153.01891,156.48875,aircraft not on frequency
F2-1,DAL1749,delta seventeen forty nine reduce speed to two five zero knots expect descent in five miles,161.14537,165.03375,
DAL1749,F2-1,reducing to two fifty delta seventeen forty nine,165.49280,167.84204,
USA155,F2-1,u s air one fifty five ten thousand papa,170.25877,172.39064,
F2-1,USA155,u s air one fifty five washington approach washington altimeter three zero one eight proceed direct washington,172.75517,177.64267,
USA155,F2-1,roger,178.08821,178.37173,
NWA987,F2-1,and northwest nine eighty seven couldn't ask you for a thousand lower or so could we,183.78513,187.24521,
F2-1,NWA987,northwest nine eighty seven traffic is two o'clock and seven miles southbound southwest bound at six thousand turn left heading two zero zero,187.66461,193.04698,
NWA987,F2-1,okay left two zero zero northwest nine eighty seven,193.27002,196.16832,
F2-1,DAL1749,delta seventeen forty nine descend and maintain seven thousand,196.45634,198.87309,
DAL1749,F2-1,down to seven thousand delta seventeen forty nine,198.99460,201.50584,
F2-1,N310RD,cessna three one zero romeo delta contact washington approach one one nine point eight five,202.39694,206.40685,
N310RD,F2-1,one one nine eight five three ten romeo delta,206.77002,208.88974,
F2-1,USA1164,u s air eleven sixty four descend and maintain five thousand,209.21378,211.87354,
UNK,F2-1,who was that for,214.73582,215.49190,
F2-1,UNK28,twenty eight turn right heading zero six zero,215.45140,218.12466,the controller and a pilot were transmitting at the same time during the above two transmissions
F2-1,TWA500,t w a five hundred descend and maintain one four thousand,221.16112,223.90189,
F2-1,NWA987,northwest nine eighty seven descend and maintain four thousand,232.70477,235.48470,
NWA987,F2-1,northwest nine eighty seven out of seven for four,235.61971,237.99596,
F2-1,V843,navy eight four three washington approach,241.95184,243.53151,
F2-1,V843,navy eight four three washington approach roger washington altimeter three zero one eight,265.31998,268.54681,
F2-1,USA1164,u s air eleven sixty four turn right heading zero seven zero maintain five thousand,270.28848,274.13635,
F2-1,NWA987,northwest nine eighty seven turn right heading two seven zero descend and maintain two thousand,276.88928,280.46713,
NWA987,F2-1,two seventy heading down to two thousand northwest nine eighty seven,280.85867,284.22052,
F2-1,DAL1749,delta seventeen forty nine turn left heading one niner zero,284.36905,286.78577,
DAL1749,F2-1,one nine zero delta seventeen forty nine,286.86679,288.81097,
F2-1,NWA987,northwest nine eighty seven contact washington approach one one niner point eighty five,289.55222,292.88702,
NWA987,F2-1,nineteen eighty five northwest nine eighty seven take care,293.40009,296.20837,
F2-1,USA1164,u s air eleven sixty four contact baltimore approach one one niner point seven,296.69443,299.97525,
F2-1,V843,navy eight four three turn left heading two niner zero,302.87668,305.25293,
F2-1,DAL728,delta seven twenty eight descend and maintain niner thousand,307.38614,309.68137,
F2-1,USA1806,u s air eighteen zero six descend and maintain one one thousand,311.65256,314.47433,
F2-1,TWA500,t w a five hundred descend and maintain one two thousand,316.68723,319.37399,
F2-1,USA155,u s air one fifty five descend and maintain seven thousand,327.04276,329.48514,
USA155,F2-1,ten for seven thousand u s air one fifty five,329.86319,332.17191,
F2-1,DAL1749,delta seventeen forty nine traffic one o'clock seven miles southwest bound at six thousand descend and maintain four thousand,340.29974,345.63141,
DAL1749,F2-1,okay descending to four thousand and looking for the traffic delta seventeen forty nine,346.07697,349.93835,
F2-1,USA1528,u s air fifteen twenty eight turn right heading zero seven zero,349.95184,352.62512,
F2-1,DAL728,delta seven twenty eight turn right heading zero niner zero,355.74393,358.14581,
F2-1,V843,navy eight four three descend and maintain three thousand,360.19803,362.47974,
F2-1,USA1806,u s air eighteen zero six turn right heading zero niner zero,364.19443,366.71918,
F2-1,DAL1749,delta seventeen forty nine turn left heading one eight zero,375.68271,378.19397,
DAL1749,F2-1,one eight zero delta seven forty nine,378.30197,379.74661,pilot readback incorrect trip number
F2-1,USA155,u s air one fifty five turn left heading two five zero descend and maintain six thousand,383.33664,387.10352,
USA155,F2-1,two fifty down to six thousand u s air one fifty five,387.95410,390.45184,
F2-1,USA1528,u s air fifteen twenty eight descend and maintain five thousand contact baltimore approach one one niner point seven,396.78397,401.38660,
F2-1,UNK,good day,405.32898,405.84204,
F2-2,DAL728,delta seven twenty eight turn left heading three six zero vectors for in trail spacing,424.48471,427.83304,aircraft not on frequency
F2-2,DAL1749,delta seventeen forty nine descend and maintain three three thousand,431.62692,434.75922,
DAL1749,F2-2,down to three delta seventeen forty nine,435.32629,437.78217,
F2-2,TWA500,t w a five hundred descend and maintain seven thousand expedite your descent,437.93069,441.06302,
F2-2,USA1806,u s air eighteen u s air eighteen zero six reduce speed to ah two thirty,444.26282,449.96039,
F2-2,NAE4900,eagle forty nine hundred descend and maintain four thousand,458.51889,460.93564,
F2-2,NAE4900,eagle forty nine hundred descend to four thousand,465.38974,467.37445,aircraft not on frequency
F2-2,DAL1749,delta seventeen forty nine turn right heading two seven zero,468.81909,471.07382,
DAL1749,F2-2,two seventy two seven zero delta seventeen forty nine,471.57336,474.20612,
F2-2,V843,navy eight four three turn right heading three six zero,485.85645,488.27316,
F2-2,V843,navy eight four three contact andrews radar one one niner point three,489.85284,492.64627,
F2-2,DAL1749,delta seventeen forty three turn right heading three three zero follow the river cleared mount vernon approach three six,498.28983,502.17822,
F2-2,DAL1749,that was for delta seventeen forty nine continue the turn follow the river,502.98831,506.21378,
F2-2,DAL1749,delta seventeen forty nine that is correct,506.25427,507.68542,controller initially used the wrong trip number
F2-2,USA155,u s air one fifty five turn left to one six zero,514.52026,516.70746,
USA155,F2-2,one sixty u s air one fifty five,516.96399,518.53015,
F2-2,DAL728,delta seven twenty eight turn right heading zero nine zero,520.37982,522.63324,
F2-2,USA1806,u s air eighteen zero six descend to seven thousand,526.00854,528.35779,
F2-2,USA2726,u s twenty seven twenty six washington roger,539.96222,541.83887,controller used incomplete company name
F2-2,NAE4900,eagle forty nine hundred washington,542.29657,543.90326,
F2-2,TWA500,t w a five hundred descend to five thousand expedite the descent,551.97705,554.55579,
F2-2,TWA500,t w a five hundred turn left heading zero seven zero expedite your descent through niner thousand maintain five,560.52203,565.31500,
