from,to,text,time_start,time_end,comment
LC-1,NAE4980,eagle ah forty nine eighty washington tower runway three taxi into position and hold traffic using the other two runways,4.30,9.67,
LC-1,N5EL,lear five echo lima runway three six taxi into position and hold traffic landing runway three three,11.60,16.31,
LC-1,N5EL,lear five echo lima tower,20.21,21.55,
LC-1,N5EL,taxi into position and hold runway three six lear five echo lima traffic landing runway three three,24.17,28.24,
N305,LC-1,three oh five cleared,30.58,31.55,
LC-1,N305,cleared runway three three lance three zero five,31.83,33.98,
N305,LC-1,three oh five,34.24,34.87,
LC-1,COA319,continental three nineteen if you can make india turn there if not no delay through the intersection,35.01,38.78,
COA319,LC-1,okay,38.52,39.23,
LC-1,COA319,turn left at india continental three nineteen and contact ground,39.69,42.47,
COA319,LC-1,see you,42.48,42.77,
LC-1,NAE4980,eagle forty nine eighty runway three taxi into position and hold at the threshold traffic will cross left to right,45.11,50.27,
HNA4417,LC-1,afternoon tower henson forty four seventeen is with you,53.26,55.77,
LC-1,HNA4417,forty four seventeen washington cleared to land runway three three hold short of runway three six wind three one zero at nine,56.09,61.49,controller omitted ident prefix
HNA4417,LC-1,cleared to land three three stol forty four seventeen,61.58,64.02,pilot omitted ident prefix
LC-1,N305,lance three zero five turn left at taxiway juliet taxi towards the gate traffic will cross behind you contact ground on juliet,64.73,71.85,
N305,LC-1,three oh five,72.05,72.85,pilot omitted ident prefix
LC-1,N5EL,lear five echo lima wind three zero zero at one zero runway three six cleared for takeoff traffic's two out no delay in position,73.50,78.88,
N5EL,LC-1,okay ah we're rolling echo lima,79.25,81.35,
USA1166,LC-1,u s eleven sixty six on top of oxonn,82.12,84.24,
LC-1,USA1166,eleven sixty six cleared to land three six wind three zero zero at one zero dash seven two ahead of you off your right landing runway three three to hold short of three six,84.54,92.04,controller omitted ident prefix
USA1166,LC-1,in sight cleared to land u s eleven sixty six,92.20,94.29,
LC-1,TWA440,t w a four forty taxi across runway three three then contact ground,94.42,98.17,
TWA440,LC-1,cross three three then contact ground t w a four forty,98.44,100.39,
LC-1,NAE4980,eagle forty nine eighty runway three taxi into position and hold traffic using the other runways crossing left to right,102.39,107.00,
NAE4980,LC-1,position and hold forty nine eighty,107.42,109.71,pilot omitted ident prefix
N16PC,LC-1,tower eight one six papa charlie's with you seven out for three three,113.87,117.48,pilot omitted ident prefix
LC-1,N16PC,commander eight one six papa charlie washington tower cleared to land runway three three wind three zero zero at one zero,118.02,122.73,
N16PC,LC-1,papa charlie,123.29,123.81,
USA517,LC-1,confirm u s air five seventeen is cleared to land three six,124.07,126.29,
USA517,LC-1,five seventeen,129.94,130.36,pilot omitted ident prefix
LC-1,N5EL,lear five echo lima contact departure good day,135.46,138.20,
N5EL,LC-1,echo lima good day sir,138.47,139.37,pilot omitted ident prefix
DAL378,LC-1,delta three seventy eight with you for three six ah good afternoon,142.93,146.68,
LC-1,DAL378,delta three seventy eight washington you're four behind a commander he's landing runway three three you're cleared to land runway three six wind two niner zero at niner,146.86,152.75,
DAL378,LC-1,delta four ah three seventy eight cleared to land three six,153.08,155.31,
LC-1,USA517,u s air five seventeen roll to the end of runway three six left at the end hold short of runway three three remain this frequency,155.69,160.91,
USA517,LC-1,u s air five seventeen wilco,161.51,163.05,
LC-1,N16PC,commander six papa charlie one departure off three six prior to your arrival,200.21,203.16,
N16PC,LC-1,papa charlie,203.33,204.13,pilot omitted ident prefix
LC-1,N28G,gulfstream two eight golf runway three six taxi into position and hold be ready,204.40,208.25,
N28G,LC-1,two eight golf we'll be ready two two eight golf going to position,208.49,211.32,
LC-1,HNA4417,henson forty four seventeen turn left hold short of three six,215.42,218.28,
HNA4417,LC-1,forty four seventeen roger,218.34,219.67,pilot omitted ident prefix
LC-1,USA517,u s air five seventeen cross three three without delay and contact ground,219.69,222.90,
USA517,LC-1,five seventeen cleared to cross,223.28,224.70,pilot omitted ident prefix
LC-1,USA1166,u s air ah eleven sixty six turn left at india contact ground,225.27,229.20,
USA1166,LC-1,eleven sixty two,229.69,230.61,pilot omitted ident prefix and used wrong trip number
LC-1,HNA4417,henson forty four seventeen without delay cross runway three six contact ground,230.71,234.39,
HNA4417,LC-1,forty four seventeen roger,234.68,236.06,pilot omitted ident prefix
LC-1,N16PC,commander six papa charlie just square up the turn to final for the departure,236.13,239.09,
N16PC,LC-1,papa charlie will do,239.40,240.48,pilot omitted ident prefix
LC-1,N16PC,thank you and then make your landing roll through the north south intersection,240.49,243.38,
N16PC,LC-1,okay,243.68,244.19,
LC-1,N16PC,six papa charlie you're cleared to land three three disregard the departure,251.75,254.55,
N16PC,LC-1,papa charlie,254.82,255.56,pilot omitted ident prefix
LC-1,N28G,ah gulfstream two eight golf hold position be ready to go when the commander landing three three rolls through your intersection,258.10,262.79,
HNA4416,LC-1,tower henson ah forty four sixteen visual three three,282.94,285.67,
LC-1,HNA4416,forty four sixteen cleared to land three three wind three one zero at niner,285.95,289.44,controller omitted ident prefix
HNA4416,LC-1,cleared to land henson forty four sixteen,289.65,291.33,
AAL393,LC-1,american three ninety three is ready in sequence,292.38,293.98,
LC-1,AAL393,roger,294.02,294.66,
AAL393,LC-1,american three ninety three is ready in sequence,299.16,300.80,
LC-1,AAL393,roger american three ninety three thank you,300.81,302.46,
LC-1,N28G,gulfstream two eight golf wind three one zero at niner traffic's on a two and one half mile final runway three six cleared for takeoff,307.24,314.23,
N28G,LC-1,cleared to go two eight golf,314.46,315.50,pilot omitted ident prefix
LC-1,N16PC,six papa charlie straight ahead without delay turn left at juliet and contact ground,315.70,319.31,controller omitted ident prefix
N16PC,LC-1,papa charlie,319.40,320.14,pilot omitted ident prefix
LC-1,NAE4980,eagle forty nine eighty be ready hold in position,321.29,323.33,
NAE4980,LC-1,forty nine eighty,323.89,324.55,pilot omitted ident prefix
LC-1,NAE4980,forty nine eighty runway three cleared for immediate takeoff,325.32,328.10,controller omitted ident prefix
NAE4980,LC-1,forty nine eighty is rolling,328.42,329.63,
LC-1,HNA4416,forty four sixteen you're number two delta jet landing three six off to your left,329.90,333.26,controller omitted ident prefix
HNA4416,LC-1,forty four sixteen we got him in sight and we're slow,333.63,335.83,pilot omitted ident prefix
LC-1,DAL378,delta three seventy eight ah traffic will land off your right and hold short of runway three six,335.99,340.18,
DAL378,LC-1,delta three seventy eight,340.44,341.60,
LC-1,N71M,eight two seven one mike are you ready,345.61,347.44,controller omitted ident prefix
LC-1,N28G,gulfstream two eight golf contact departure,359.19,360.94,
N28G,LC-1,two eight golf,362.33,362.97,pilot omitted ident prefix
LC-1,GAA304,bizex three oh four runway three taxi into position and hold traffic will use the other two runways,364.31,369.05,
GAA304,LC-1,roger position and hold three oh four,369.30,370.56,pilot omitted ident prefix
LC-1,NAE4980,forty nine eighty contact departure,370.85,372.66,controller omitted ident prefix
LC-1,DAL1760,delta seventeen sixty runway three six taxi into position,374.98,379.47,sounds like two parties transmitting simultaneously
LC-1,DAL1760,delta seventeen sixty tower,382.66,384.12,
DAL1760,LC-1,yes sir you were blocked go ahead,384.65,386.06,
LC-1,DAL1760,delta seventeen sixty runway three six taxi into position and hold,386.21,389.11,
DAL1760,LC-1,position and hold runway three six delta seventeen sixty,389.30,391.77,
LC-1,DAL378,delta three seventy eight roll to the end of runway three six,391.80,394.25,
LC-1,DAL378,turn left at the end of three six delta three seventy eight hold short of runway three three on this frequency,395.51,399.99,
DAL378,LC-1,wilco,400.00,400.44,
GAA629,LC-1,bizex six twenty nine four out for three three,401.11,403.32,
LC-1,GAA629,cleared to land three three bizex six twenty nine one departure prior to your arrival wind three one zero at nine,403.36,407.15,
GAA629,LC-1,cleared to land three three bizex ah six twenty nine,407.63,409.91,
LC-1,HNA4378,forty three seventy eight taxi into position and hold be ready to go when traffic departing three six rolls through your intersection,409.95,414.41,controller omitted ident prefix
HNA4378,LC-1,position and hold forty three seventy eight,414.89,416.78,pilot omitted ident prefix
LC-1,HNA4416,henson forty four sixteen turn left and hold short of three six this frequency,416.85,420.47,
HNA4416,LC-1,forty four sixteen roger,420.50,421.76,pilot omitted ident prefix
LC-1,DAL1760,seventeen sixty cleared for immediate takeoff wind three two zero at one zero,421.92,425.07,
DAL1760,LC-1,cleared for takeoff runway three six delta seventeen sixty,426.27,429.10,
LC-1,GAA629,bizex six twenty nine circle to runway three six now you're cleared to land three six wind three two zero at one zero,430.25,434.85,
LC-1,GAA629,can you do that,435.74,436.29,
LC-1,HNA4378,henson ah forty three seventy eight turn left taxi off the runway,440.65,444.15,
HNA4378,LC-1,turn left we'll taxi off the runway forty three seventy eight,444.69,447.26,pilot omitted ident prefix
LC-1,HNA4386,forty three eighty six let your company off the runway move into the block,447.26,450.14,controller omitted ident prefix
HNA4386,LC-1,all right,450.57,451.00,
N71M,LC-1,seven one mike ready for takeoff runway three,453.11,455.02,pilot omitted ident prefix
LC-1,AAL393,american three ninety three runway three six taxi into position and hold traffic ah landing three three be ready to go when he rolls through your intersection,455.09,460.91,
AAL393,LC-1,roger position and hold on three six american three ninety three,461.06,463.85,
LC-1,HNA4416,henson forty four sixteen cross three six and contact ground,463.85,466.71,
HNA4416,LC-1,forty four sixteen roger,466.97,468.23,pilot omitted ident prefix
N71M,LC-1,seven one mike ready to go on three,469.02,470.60,pilot omitted ident prefix
LC-1,N71M,cessna seven one mike hold short of runway three,471.68,475.43,
LC-1,DAL1760,delta seventeen sixty contact departure,477.25,479.50,
DAL1760,LC-1,delta seventeen sixty good day,479.65,481.13,
NWA1867,LC-1,northwest eighteen sixty seven is five out,482.33,484.61,
LC-1,NWA1867,cleared to land runway three six northwest eighteen sixty seven wind three two zero at one zero,484.61,488.31,
NWA1867,LC-1,cleared to land on three six northwest eighteen sixty seven,488.62,490.84,
LC-1,DAL1760,del- delta seventeen sixty contact departure,501.95,504.41,
LC-1,HNA4378,henson forty three seventy eight we'll try it again runway three three taxi into position hold traffic departing landing runway three six,509.47,514.84,
HNA4378,LC-1,position and hold forty three seventy eight,515.16,516.79,pilot omitted ident prefix
LC-1,GAA304,bizex three oh four be ready to go when traffic departing three six rolls through your intersection,518.57,521.87,
GAA304,LC-1,roger three oh four,522.00,522.79,
LC-1,AAL393,american three ninety three cleared for takeoff no delay wind three one zero at nine,523.03,526.18,
AAL393,LC-1,cleared for takeoff three ninety three,527.94,529.21,pilot omitted ident prefix
LC-1,GAA629,bizex six twenty nine turn left at kilo taxi towards your gate,529.79,532.92,
GAA629,LC-1,kilo to the gate six twenty nine,533.12,534.84,pilot omitted ident prefix
LC-1,DAL378,delta three seventy eight behind the saab off your left taxi across runway three three,534.97,539.20,
DAL378,LC-1,delta three seventy eight,539.67,540.65,
LC-1,DAL378,contact ground after crossing,541.11,542.45,
DAL378,LC-1,roger,542.91,543.35,
LC-1,GAA304,bizex three zero four runway three cleared for immediate takeoff,544.45,548.00,
LC-1,N71M,cessna seven one mike runway three taxi into position and hold traffic using the other runways crossing down field,550.57,555.15,
N71M,LC-1,roger,555.82,556.09,
LC-1,GAA304,bizex three zero four contact departure so long,575.54,577.98,
GAA304,LC-1,three oh four so long,578.08,578.77,
LC-1,AAL393,american three ninety three contact departure so long,579.88,582.16,
AAL393,LC-1,three ninety three good day,583.31,584.05,pilot omitted ident prefix
AAL1256,LC-1,american twelve fifty six oxonn inbound,586.94,589.16,
LC-1,AWE479,cactus four seventy nine runway three six taxi into position and hold,589.32,592.47,
LC-1,AWE479,cactus four seventy nine runway three six taxi into position and hold,595.32,598.49,
LC-1,AAL1256,american twelve fifty six cleared to land runway three six wind three one zero at one zero cessna's at eleven o'clock and two miles ah northbound is a helicopter eleven o'clock and two miles eastbound at or below seven hundred the helicopter the cessna's at one thousand four hundred,600.66,614.48,
AAL1256,LC-1,okay we're looking american twelve fifty six cleared to land,614.94,617.34,
LC-1,AWE479,cactus four seventy nine taxi into position and hold be ready,617.92,620.31,
AWE479,LC-1,we're ready four seventy nine,620.61,621.59,pilot omitted ident prefix
LC-1,NWA1867,northwest eighteen sixty seven contact ground,621.68,623.69,
NWA1867,LC-1,eighteen sixty seven,623.93,624.81,pilot omitted ident prefix
LC-1,HNA4378,henson forty three seventy eight cleared for takeoff fly heading two eight zero and maintain four thousand,624.82,629.45,
HNA4378,LC-1,two eight zero four thousand forty three seventy eight cleared for takeoff,629.84,632.46,pilot omitted ident prefix
LC-1,HNA4378,henson forty three seventy eight maintain three thousand you're cleared for takeoff,634.42,637.62,
NWA550,LC-1,washington tower northwest five fifty turning final for the ah three six visual,641.49,645.50,
LC-1,HNA4386,henson forty three eighty six taxi into position and hold,647.21,649.58,
HNA4386,LC-1,on and hold forty three eighty six,649.84,651.48,pilot omitted ident prefix
LC-1,AWE479,cactus four seventy nine runway three six wind three one zero at one zero cleared for takeoff,651.54,656.05,
LC-1,HNA4378,henson forty three seventy eight fly heading two eight zero maintain three thousand,657.63,661.04,
LC-1,HNA4378,okay ah read back on that henson fly heading two eight zero maintain three thousand,665.68,670.17,
HNA4378,LC-1,two eight zero three thousand henson forty three seventy eight,670.30,673.17,
AAL1256,LC-1,roger,677.09,677.54,
NWA550,LC-1,washington tower northwest five fifty is a seven and a half mile visual final three six,680.63,684.79,
LC-1,NWA550,cleared to land runway three six northwest five fifty wind three one zero at one zero,684.86,688.47,
NWA550,LC-1,roger,689.08,689.52,
LC-1,HNA4378,henson forty three seventy eight contact departure sorry about the wait,696.88,700.02,
HNA4378,LC-1,forty three seventy eight,700.35,701.39,pilot omitted ident prefix
LC-1,AWE479,cactus four seventy nine contact departure so long,701.57,704.31,
AWE479,LC-1,good day,704.43,704.79,
LC-1,N2DM,citation two delta mike runway three six taxi into position and hold traffic using the other two runways,709.42,714.37,
LC-1,N71M,centurion seven one mike caution wake turbulence wind three one zero at one zero runway three cleared for takeoff,717.75,725.18,
N71M,LC-1,seven one mike thank you,725.88,726.70,pilot omitted ident prefix
LC-1,AAL1256,american twelve fifty six turn left at india if able if unable you can use runway three three,735.47,740.99,
AAL1256,LC-1,left on india twelve fifty six,741.23,743.37,pilot omitted ident prefix
LC-1,N2DM,citation,753.72,754.79,
LC-1,N71M,cessna seven one mike fly heading zero five zero,756.69,759.45,
LC-1,N2DM,citation two ah delta mike wind three one zero at niner runway three six cleared for takeoff,760.88,767.04,
LC-1,N71M,cessna seven one mike when able turn right heading zero five zero,769.23,772.70,
N71M,LC-1,seven one mike going over to ah one two six point six five,774.11,777.00,
LC-1,N71M,heading zero five zero contact departure one two six point five five seven one mike,777.21,781.94,controller omitted ident prefix
RBD748,LC-1,tower redbird seven forty eight is ready to go,784.21,786.22,
LC-1,RBD748,redbird seven forty eight runway three taxi into position and hold,788.48,791.11,
RBD748,LC-1,ah that was position and hold ah runway three redbird seven forty eight,792.65,796.47,
LC-1,RBD748,redbird seven forty eight affirmative,796.47,797.86,
LC-1,HNA4386,henson ah forty three eighty six runway three three cleared for takeoff no delay traffic a mile and a half out for three six wind three two zero at nine,798.68,806.21,
HNA4386,LC-1,forty three eighty six on the roll,806.24,807.64,pilot omitted ident prefix
UAL616,LC-1,and tower united six sixteen is ah five and a half out for three six,810.10,813.81,
LC-1,N2DM,citation two delta mike contact departure,814.53,816.96,
N2DM,LC-1,roger good day sir delta mike,817.25,818.41,pilot omitted ident prefix
LC-1,UAL616,united six sixteen cleared to land three six wind three two zero at nine,818.87,822.28,
UAL616,LC-1,cleared to land three six united six sixteen,822.87,824.78,
LC-1,UAL616,united six sixteen traffic ten o'clock two miles at one thousand four hundred,824.79,828.26,
LC-1,N71M,cessna seven one mike you with me,828.95,830.68,
LC-1,N80,ah lear eight two eight zero washington roger hold short of runway three i,836.87,840.67,
N80,LC-1,holding short,841.79,842.32,
LC-1,HNA4386,henson henson forty three eighty six fly heading two eight zero maintain four thousand,844.10,848.79,
HNA4386,LC-1,two eight zero four thousand forty three eighty six,849.27,851.50,pilot omitted ident prefix
LC-1,HNA4386,henson forty three eighty six fly heading two eight zero maintain ah four thousand and contact departure,861.62,867.06,
HNA4386,LC-1,two eight zero four thousand forty three eighty six see you,867.66,870.51,
LC-1,NWA550,northwest five fifty turn left contact ground,870.85,873.38,
LC-1,N71M,cessna seven one mike washington,874.92,876.76,
LC-1,N80,lear eight two eight zero runway three taxi into position and hold traffic landing runway three six,889.82,894.44,
N80,LC-1,position and hold eighty two eighty,894.49,895.80,pilot omitted ident prefix
LC-1,N71M,cessna seven one mike washington,900.61,902.44,
LC-1,N7CD,lear eight two correction citation seven charlie delta runway three six taxi into position and hold traffic departing runway three three,928.15,935.17,
N7CD,LC-1,position and hold seven charlie delta,935.99,938.57,weak transmission
LC-1,UAL616,united six sixteen turn left at the end hold short of runway three three on this frequency,941.95,946.29,
UAL616,LC-1,left at the end hold short of three three with you united six sixteen,946.80,949.68,
LC-1,N80,lear two eight zero maintain three thousand runway three three cleared for takeoff,949.76,953.68,
N61U,LC-1,tower eight zero six one uniform's ready runway three,960.21,962.60,pilot omitted ident prefix
LC-1,N61U,eight zero six one uniform washington short of runway three,966.23,969.18,controller omitted ident prefix
N61U,LC-1,hold short of the runway roger six one u,969.38,971.17,
LC-1,RBD748,redbird seven forty eight runway three cleared for takeoff wind two eight zero at six,973.25,977.64,
RBD748,LC-1,seven forty eight's rolling on three,977.87,979.13,pilot omitted ident prefix
LC-1,UAL616,united six sixteen taxi across runway three three and contact ground,980.50,984.86,
UAL616,LC-1,cross three going to ground united six sixteen,985.74,987.86,
HNA4538,LC-1,washington tower henson forty five thirty eight's on a left base three six,994.47,997.23,
LC-1,N80,lear eight two eight zero climb and maintain five thousand contact departure,997.65,1001.69,
N80,LC-1,five thousand good day eighty two eighty,1001.80,1003.37,pilot omitted ident prefix
LC-1,N61U,king air ah eight zero six one uniform runway three taxi into position,1004.33,1008.70,
N61U,LC-1,position and hold,1009.10,1009.75,
LC-1,RBD748,redbird seven forty eight contact departure,1021.65,1023.90,
RBD748,LC-1,seven forty eight so long,1024.14,1025.05,pilot omitted ident prefix
HNA4538,LC-1,forty five thirty eight's four out for three six,1026.33,1028.85,pilot omitted ident prefix
LC-1,HNA4538,forty five thirty eight cleared to land runway three three wind two seven zero at six,1028.88,1032.36,controller omitted ident prefix
HNA4538,LC-1,forty five thirty eight cleared to land three three,1032.71,1035.11,
LC-1,N7CD,citation seven charlie delta runway three six cleared for takeoff wind two seven zero at six,1035.17,1040.12,
LC-1,DAL349,delta three forty nine washington tower runway three six taxi into position and hold,1042.36,1046.73,
DAL349,LC-1,delta three forty nine on to hold runway three six,1047.02,1048.98,
HNA4538,LC-1,in sight,1058.80,1059.49,
LC-1,NI8H,cessna one eight hotel there's a ah dash eight off to your right landing runway three three he has you in sight,1066.11,1071.17,
LC-1,N7CD,citation seven charlie delta contact departure,1079.04,1081.73,
N7CD,LC-1,charlie delta,1082.03,1082.63,pilot omitted ident prefix
LC-1,N61U,king air six one uniform hold in position there's a cessna ah east of the field northeast bound let me know when you have him in sight east of haynes point,1083.15,1090.70,
N61U,LC-1,traffic in sight six one u,1090.82,1092.20,pilot omitted ident prefix
LC-1,N61U,traffic will land runway three three and when you depart plan on keeping that cessna in he'll be northeast bound at one thousand four hundred,1092.30,1098.34,
N61U,LC-1,okay we have him in sight and the landing traffic also hold in position,1098.98,1101.65,
LC-1,N7CD,citation seven charlie delta contact departure,1105.52,1108.15,
LC-1,N61U,king air six one uniform runway three cleared for takeoff wind two eight zero at six,1146.06,1150.75,
N61U,LC-1,cleared to go six one u,1150.80,1151.84,pilot omitted ident prefix
LC-1,N18H,cessna one eight hotel there's a king air departing runway three northeast bound he has you insight,1152.82,1156.56,aircraft apparently on another frequency
LC-1,HNA4538,henson forty five ah thirty eight you can use three three to the end,1158.69,1162.07,
HNA4538,LC-1,forty five thirty eight,1162.61,1163.39,pilot omitted ident prefix
LC-1,DAL349,delta three forty nine wind two eight zero at six runway three six cleared for takeoff,1164.25,1169.72,
DAL349,LC-1,delta three forty nine on the roll,1170.23,1171.91,
LC-1,N61U,king air six one uniform you still got that cessna twelve o'clock two miles,1185.42,1188.71,
N61U,LC-1,traffic in sight six one u,1189.31,1190.49,pilot omitted ident prefix
LC-1,N61U,he has you in sight also contact departure so long,1190.52,1193.21,
N61U,LC-1,over to departure,1193.44,1194.36,
LC-1,DAL349,delta three forty nine contact departure so long,1221.24,1223.72,
DAL349,LC-1,good day,1223.95,1224.49,
LC-1,N83CP,lear eight three charlie papa washington tower wind three two zero at eight runway three six cleared for takeoff,1280.18,1285.52,
N83CP,LC-1,eight three charlie pop cleared to take off three six,1286.17,1288.26,
LC-1,N18H,cessna one eight hotel frequency change approved have a nice evening,1319.05,1321.85,aircraft apparently on another frequency
LC-1,N83CP,lear three charlie papa contact departure so long,1366.00,1368.37,
N83CP,LC-1,good day eight three charlie pop,1369.35,1370.70,
USA1226,LC-1,u s air twelve twenty six with you for three six,1380.96,1383.49,
LC-1,USA1226,u s air twelve twenty six washington tower cleared to land runway three six wind three two zero at niner,1385.99,1390.32,
USA1226,LC-1,cleared to land three six u s air twelve twenty six,1390.64,1392.63,
LC-1,N6QS,cessna seven three six quebec sierra washington tower route approved altimeter two niner niner six report two west,1397.12,1402.72,aircraft apparently on another frequency
LC-1,AAL609,american,1438.28,1438.87,
LC-1,AAL609,american six oh nine just hold short of the runway you'll be going out in about a minute and a half,1444.66,1448.89,
AAL609,LC-1,o k real fine american six oh nine,1449.23,1450.91,
LC-1,USA1226,u s air twelve twenty six turn left when able runway three three is available,1454.64,1458.28,
LC-1,USA1226,turn left at the end u s air twelve twenty six taxi across runway three three,1460.64,1465.34,
USA1226,LC-1,twelve twenty six left at the end and cross three three,1465.37,1467.73,
N26C,LC-1,washington tower skylane three six two six charlie at runway three ready to go,1471.10,1475.37,
LC-1,N26C,skylane three six two six charlie washington tower runway three cleared for takeoff wind three three zero at eight,1475.68,1481.40,
N26C,LC-1,cleared for takeoff two six charlie,1482.17,1484.20,pilot omitted ident prefix
LC-1,USA1226,air twelve twenty six after crossing runway three three contact ground day,1488.46,1492.86,
USA1226,LC-1,okay after we cross we'll call ground u s air twelve twenty six,1493.42,1497.03,
LC-1,AAL609,american six zero niner runway three six taxi into position and hold traffic departing runway three,1501.46,1506.23,
AAL609,LC-1,okay we're on to ah position and hold runway three six american six oh nine,1506.51,1510.86,
LC-1,N26C,cessna two six charlie fly heading zero five zero,1528.04,1530.87,
N26C,LC-1,zero five zero two six charlie,1531.25,1533.06,pilot omitted ident prefix
LC-1,N6QS,cessna six quebec sierra traffic at ten o'clock i'm sorry two o'clock and three miles turning north bound out of two thousand five hundred delta jet,1540.13,1547.43,aircraft apparently on another frequency
LC-1,AAL609,american six zero niner cleared for takeoff wind three two zero at seven,1549.31,1552.76,
AAL609,LC-1,cleared for takeoff runway three six american six oh nine,1553.14,1555.82,
LC-1,N6QS,it's a delta seven twenty seven,1559.90,1563.62,
LC-1,DAL522,five twenty two wash tower cleared to land runway three six wind three three zero at six there's a cessna at your nine o'clock and two miles will be turning northbound at one thousand five hundred,1567.87,1576.75,
DAL522,LC-1,okay delta five twenty two,1576.94,1578.51,
N21BS,LC-1,national tower good afternoon mooney ah two one bravo sierra is ready for the three departure,1580.26,1584.01,
LC-1,N21BS,mooney two one bravo sierra washington tower runway three taxi into position and hold traffic landing runway three six,1584.39,1589.30,
N21BS,LC-1,bravo sierra position hold on three,1590.08,1592.20,pilot used incomplete ident
TPS6491,LC-1,trump sixty four ninety one six out,1594.16,1596.39,
LC-1,TPS6491,trump sixty four ninety one washington tower you're three behind a delta jet cleared to land runway three six wind three three zero at six,1596.86,1602.64,
TPS6491,LC-1,sixty four ninety one,1602.95,1603.65,pilot omitted ident prefix
DAL446,LC-1,washington delta four four six behind trump ah up the river,1605.07,1608.15,
LC-1,DAL446,trump four forty six washington tower number three cleared to land runway thirty six wind three three zero at six,1608.32,1612.71,controller used incorrect prefix
DAL446,LC-1,cleared to land on three six number three delta four four six,1612.74,1615.11,
LC-1,AAL609,american six zero niner contact departure so long,1615.24,1617.61,
AAL609,LC-1,so long american six oh nine,1618.00,1619.55,
LC-1,N26C,cessna two six charlie proceed on course to college park,1626.32,1629.24,
N26C,LC-1,two six charlie,1629.63,1630.48,pilot omitted ident prefix
LC-1,TPS6491,trump sixty four ninety one traffic ten o'clock three miles northbound at one thousand four hundred is a cessna,1638.32,1642.89,
TPS6491,LC-1,sixty four ninety one,1644.52,1645.38,pilot omitted ident prefix
LC-1,N21BS,mooney one bravo sierra caution wake turbulence wind three two zero at eight runway three cleared for takeoff,1645.67,1651.63,
DAL522,LC-1,five twenty two roger,1671.31,1671.98,pilot omitted ident prefix
LC-1,UNK,thank you,1687.03,1687.52,
LC-1,N26C,cessna two six charlie advise college park in sight it's ah eleven to twelve o'clock and four miles,1694.28,1699.62,
N26C,LC-1,ah two six charlie looking don't have it yet,1701.35,1703.90,pilot omitted ident prefix
LC-1,N21BS,mooney one bravo sierra contact departure so long,1705.25,1708.05,
N21BS,LC-1,bravo sierra thank you sir,1708.35,1709.18,pilot used incomplete ident
N26C,LC-1,washington tower skylane three six two six charlie we have the airport in sight,1733.18,1737.18,
LC-1,N26C,skylane two six charlie ah roger ah you're leaving the t c a radar service terminated squawk one two zero zero frequency change approved so long,1738.72,1746.58,
N26C,LC-1,so long,1746.68,1747.30,
TPS6491,LC-1,three three available,1760.98,1761.83,
COA758,LC-1,continental seven fifty eight for three six,1830.40,1832.22,
