from,to,text,time_start,time_end,comment
LCW-1,MEX210,midex two ten runway two two right cleared for takeoff,8.15,10.68,
MEX210,LCW-1,cleared for takeoff two two right midex two ten,10.99,12.84,
LCW-1,PCN3567,precision thirty five sixty seven contact departure good day just advise her of your on course heading,19.3,23.45,
LCW-1,PEM3498,pem thirty four ninety eight boston tower runway two two right taxi into position and hold traffic will cross down field,28.02,32.36,
PEM3498,LCW-1,position and hold two two right pem thirty four ninety eight,32.81,34.8,
BCG574,LCW-1,cross the runway short of november ah fif- five seventy four thanks,78.7,82.12,
COA364,LCW-1,continental three sixty four is cleared to cross,88.25,90.1,
LCW-1,MEX210,midex two ten contact departure,90.26,92.01,
MEX210,LCW-1,midex two ten so long,92.75,93.82,
AAL634,LCW-1,american ah six three four heavy roger,101.68,103.36,
LCW-1,PEM3498,pem thirty four ninety eight turn right heading two seven zero runway two two right cleared for takeoff,164.41,167.96,
PEM3498,LCW-1,two seven zero cleared to go thirty four ninety eight,168.14,170.69,
LCW-1,PCN3574,precision thirty five seventy four boston tower runway two two right taxi into position and hold,179.82,182.86,
PCN3574,LCW-1,position and hold two two right precision thirty five seventy four,183.25,186.12,
LCW-1,PCN3574,thirty five seventy four on departure turn left heading one niner zero wind two five zero one four runway two two right cleared for takeoff,189.32,194.8,
LCW-1,PCN3574,roger,201.92,202.64,
LCW-1,PEM3498,pem thirty four ninety eight turn right heading two seven zero contact departure,206.57,210.35,
PEM3498,LCW-1,two seven zero and departure thirty four ninety eight,210.7,212.53,
LCW-1,N38F,cessna three five three eight foxtrot boston tower runway two two right taxi into position and hold,212.73,217.07,
N38F,LCW-1,three eight fox position and hold,217.16,218.8,
LCW-1,N38F,cessna three eight foxtrot wind two five zero at one four runway two two right cleared for takeoff,234.61,239.99,
N38F,LCW-1,three eight fox rolling,240.46,241.88,
LCW-1,PGA323,portugal three twenty three heavy boston tower runway two two right taxi into position and hold traffic will cross down field prior to your release,242.45,247.97,
LCW-1,PCN3574,precision thirty five seventy four fly heading one niner zero and contact departure,254.45,257.9,
PCN3574,LCW-1,going to departure thirty five seventy four good night,258.3,260.19,
LCW-1,FAB920,first air nine twenty boston tower traffic will hold in position off your right side cross runway two two right contact ground point nine,265.67,270.81,
LCW-1,AAL278,american two seventy eight boston tower traffic will hold in position off your right side cross runway two two right contact ground point nine,274.3,279.28,
AAL278,LCW-1,american ah two seven eight,279.47,280.7,
LCW-1,PCN3572,precision thirty five seventy two boston tower cross runway two two right contact ground point nine,280.98,284.27,
PCN3572,LCW-1,crossing two two right and over to ground thirty five seventy two,284.29,286.6,
LCW-1,N38F,cessna three eight foxtrot turn right heading two seven zero and contact departure,305.82,310.83,
N38F,LCW-1,three eight fox turning two seven zero,311.23,313.0,
LCW-1,PGA323,portugal three twenty three heavy wind two five zero one five turn left heading one four zero runway two two right cleared for takeoff,376.48,383.18,
PGA323,LCW-1,cleared for takeoff runway two two right turning to one four zero portugal two three three,383.4,388.03,pilot misstated flight number
LCW-1,EIN9117,shamrock ninety one seventeen heavy boston tower caution wake turbulence departing heavy air bus runway two two right taxi into position and hold,388.22,393.18,
EIN9117,LCW-1,ninety one one seven will do,393.47,394.84,
LCW-1,NERA3737,nera thirty seven thirty seven i want to get you out prior to the dash seven can you make that next right turn and hold short of runway two two right acknowledge,397.4,403.71,
PXX793,LCW-1,ah roger pan am seven ninety three,414.7,416.51,
NERA3737,LCW-1,thirty seven thirty seven,425.73,426.73,
LCW-1,NERA3700,nera thirty seven hundred boston tower traffic will hold in position off your right cross runway two two right contact ground point nine,431.19,436.39,
NERA3700,LCW-1,okay cleared to cross two two right nera thirty seven hundred,436.63,438.82,
LCW-1,PGA323,portugal three twenty three heavy turn left heading one four zero contact departure,442.44,446.44,
LCW-1,EIN9117,shamrock ninety one seventeen heavy caution wake turbulence wind two five zero at one five runway two two right cleared for takeoff,452.08,458.53,
EIN9117,LCW-1,ninety one one seven is rolling,458.58,459.89,
LCW-1,NERA3737,nera thirty seven thirty seven boston tower traffic departing is a heavy d c eight caution wake turbulence runway two two right at your discretion taxi into position and hold traffic will cross down field,460.94,469.14,
