from,to,text,time_start,time_end,comment
DR1-1,DAL209,delta two zero nine turn left heading two eight zero,63.04,66.01,
DAL209,DR1-1,left to two eighty delta two oh nine,66.65,69.08,
AAL1581,DR1-1,approach american eight ah fifteen eighty one is with you out of two,93.55,96.11,
DR1-1,AAL1581,american fifteen eighty one washington departure radar contact climb and maintain one seven thousand,96.63,101.06,
AAL1581,DR1-1,up to one seven thousand american fifteen eighty one,101.30,103.46,
DR1-1,DAL209,delta two oh nine turn left heading two four zero,106.51,109.48,
DAL209,DR1-1,left to two forty delta two oh nine,109.85,112.06,
DR1-1,DAL209,delta two oh nine turn right ah heading two seven zero direct linden when able and resume your own navigation,195.95,201.46,
DAL209,DR1-1,okay we'll go direct linden right now delta two oh nine,201.98,204.77,
DR1-1,AAL1581,american fifteen eighty one turn left heading two niner zero vectors for your climb,205.16,208.22,
AAL1581,DR1-1,two ninety on the heading american fifteen eighty one,208.84,211.40,
DR1-1,DAL209,delta two zero nine contact dulles approach control one three four point two good day,215.76,219.70,
DAL209,DR1-1,thirty four two so long,220.26,221.74,
DR1-1,AAL1581,american fifteen eighty one turn left heading two three zero vector ah for your climb,265.03,269.83,
AAL1581,DR1-1,two thirty on the heading american fifteen eighty one,270.72,273.24,
N99G,DR1-1,hello washington aero star two six nine nine golf three thousand,299.63,302.55,
DR1-1,N99G,aero star nine nine golf fly heading three three zero climb and maintain four thousand,305.41,309.65,
N99G,DR1-1,three three zero and four thousand,309.73,311.46,
DR1-1,DAL743,delta seven forty three washington departure control climb and maintain flight level two three zero,311.89,315.86,aircraft on another frequency
DR1-1,N99G,aero star nine nine golf climb and maintain ah six thousand,394.61,398.23,
N99G,DR1-1,nine nine golf out of four for six,398.31,399.80,
DR1-1,AAL1581,american fifteen eighty one turn right heading three two zero join j one forty nine resume your own navigation,401.50,406.38,
AAL1581,DR1-1,three twenty to join the airway american fifteen eighty one,407.45,410.79,
DR1-1,AAL1581,american fifteen eighty one contact dulles approach one three four point two good day,417.45,421.32,
AAL1581,DR1-1,one thirty four two american fifteen eighty one so long,421.68,423.86,
DR1-1,DAL743,delta seven forty three proceed direct linden resume your own navigation contact ah the washington center one two zero point six five,472.51,479.55,
DR1-1,N99G,aero star nine nine golf turn left heading two seven zero contact dulles approach one two six point six five expect vectors casanova,499.41,505.64,
