from,to,text,time_start,time_end,comment
LC-1,N75W,falcon seven five whiskey you will go out behind the continental m d eighty,15.15,18.48,
N75W,LC-1,seven five whiskey roger,19.22,20.28,pilot omitted ident prefix
LC-1,COA320,continental three twenty we have your release advise ready,20.28,22.50,
COA320,LC-1,we're ready continental three twenty,22.78,24.23,
LC-1,NWA857,northwest eight fifty seven contact departure,24.35,26.60,
NWA857,LC-1,eight fifty seven good day,26.93,27.93,pilot omitted ident prefix
N5733,LC-1,and fifty seven thirty three is cleared to go on ah three six correct,30.00,33.89,pilot omitted ident prefix
LC-1,N5733,falcon seven three three runway three six cleared for takeoff,34.08,36.70,
N5733,LC-1,here we go,36.83,37.31,
COA320,LC-1,continental three twenty is ready,37.58,39.26,
LC-1,COA320,continental three twenty roger hold short of runway three six,39.43,42.33,
N1BS,LC-1,and mooney bravo sierra with runway three three,42.49,44.94,
LC-1,N1BS,cleared to land runway three three mooney one bravo sierra two helicopters will be off your right circling at anacostia wind zero eight zero at six,45.83,51.03,
N1BS,LC-1,bravo sierra roger cleared thirty three,51.86,53.18,
LC-1,N1BS,cleared to land runway three three mooney one bravo sierra,53.34,55.58,
N1BS,LC-1,thank you,55.73,56.12,
LC-1,COA320,and continental three twenty runway three six taxi into position and hold traffic will land runway three three,56.66,61.11,
COA320,LC-1,position and hold continental three twenty,61.13,62.57,
LC-1,N24RM,golden eagle one two four romeo mike washington runway three taxi into position and hold traffic landing runway three three,72.66,78.73,
NWA550,LC-1,tower northwest five fifty is with you on the i l s three six,82.12,84.77,
LC-1,NWA550,northwest five fifty washington cleared to land runway three six wind zero eight zero at six,87.62,91.86,
NWA550,LC-1,cleared to land three six northwest five fifty,92.60,94.72,
LC-1,N5733,falcon seven thirty three contact departure,101.05,103.26,
N5733,LC-1,three three,105.57,106.02,pilot ident prefix
N24RM,LC-1,tower one twenty four romeo mike's ready,107.14,108.93,
LC-1,N24RM,golden eagle one two four romeo mike runway three taxi into position and hold traffic landing three three departing three six also two helicopters in the pattern at anacostia,109.39,118.13,
N24RM,LC-1,position and hold roger,118.92,120.01,
